name,description,coins,coin_type,points,category,supercategory,subcategory,games,report,color,author,new,used,source
Двери,"Особый вид препятствия, который можно открыть ключом",1,,,Препятствие,Элемент,,🗝 1: Лабиринт,,,,false,8,tasks
Автозакрытие двери (через N шагов),"Имеется в виду, что после того как дверь была открыта, она автоматически закроется, когда игрок сделает определённое количество (N) шагов",1,,,Препятствие,Свойство,,,,,,false,0,tasks
Автозакрытие двери (через N секунд),"Имеется в виду, что после того как дверь была открыта игроком, она автоматически закроется через определённое количество (N) секунд",1,,,Препятствие,Свойство,,,,,,false,0,tasks
Телепорт,"Любой элемент, телепортирующий игрока в другую клетку\nЕсли у вас несколько видов телепортов, используйте (”дублируйте”) для каждого из них это задания, и в отчёте описывайте каждый вид телепорта по отдельности",1,,,Телепорт,Элемент,,,,,,false,11,tasks
Телепортация между двумя точками на экране,,1,,,Телепорт,Свойство,,🧿 3: New Ball Game,,,,false,9,tasks
Телепортация между трёмя и более точками на экране,,1,,,Телепорт,Свойство,,🧿 3: New Ball Game,,,,false,0,tasks
Телепортация в случайное место на экране,,1,,,Телепорт,Свойство,,,,,,false,2,tasks
Телепортация в случайное место на определённой области (части карты),,1,,,Телепорт,Свойство,,,,,,false,0,tasks
Телепортация в случайное место на небольшое расстояние рядом с игроком,,1,,,Телепорт,Свойство,,,,,,false,0,tasks
Случайная работоспособность телепорта,"Имеется в виду, что он может либо сработать, либо не сработать (случайная составляющая)",1,,,Телепорт,Свойство,,🧿 3: New Ball Game,,,,false,2,tasks
Изменение направления движения,"Элемент изначально взят из игры New Ball Game, но вполне гармонично подходит для Inertia или Pac-Man, а также может использоваться и в других играх при определённых обстоятельствах.\nДля каждого вида изменения направления движения можно создавать отдельный игровой элемент (и соответственно дублировать это задание в отчёте, описывая каждый элемент по отдельности, и получая за каждый из них отдельный балл)",1,,,Движение,Элемент,,🧿 3: New Ball Game,,,,false,6,tasks
Изменение направления движения в определённую сторону,,1,,,Движение,Свойство,,🧿 3: New Ball Game,,,,false,8,tasks
Изменение направления движения в случайном направлении,,1,,,Движение,Свойство,,🧿 3: New Ball Game,,,,false,0,tasks
Изменение направления движения по (против) часовой стрелки,,1,,,Движение,Свойство,,🧿 3: New Ball Game,,,,false,1,tasks
Ускорение движения,,1,,,Движение,Элемент,,🧿 3: New Ball Game,,,,false,0,tasks
Замедление движения,,1,,,Движение,Элемент,,🧿 3: New Ball Game,,,,false,1,tasks
Инвентарь у игрока,Возможность собирать предметы для дальнейшего их использования,1,,,"Инвентарь,Игрок",Свойство,,,,,,false,1,tasks
Ограниченный рюкзак для элементов,"Есть ограничение на количество предметов в инвентаре (больше определённого количества нельзя разместить, новые попытки игнорируются, пока не будут использованы уже собранные предметы)",1,,,Инвентарь,Свойство,,,,,,false,0,tasks
"Очень ограниченный рюкзак для элементов (например, всего на один)","При этом, например, когда собирается новый элемент, то старый из рюкзака автоматически выкладывается на его место",1,,,Инвентарь,Свойство,,,,,,false,0,tasks
Выкладывание предмета из инвентаря,Возможность выборочно выложить предмет из инвентаря без его использования (и с возможностью собрать его снова потом),1,,,"Инвентарь,Игрок",Свойство,,,,,,false,0,tasks
Неограниченный рюкзак для элементов,"Предметы можно собирать в неограниченном количестве (подразумевается, что их может быть действительно много и это учтено интерфейсно и программно)",1,,,Инвентарь,Свойство,,,,,,false,0,tasks
Лом (уничтожитель стен),"С помощью него можно уничтожать препятствия.\nПри этом он может быть как одноразовым, “несколько-разовым”, так и многоразовым.\nИ способ применения может быть различным.\nОпишите, как именно вы реализовали в отчёте ;)",1,,,Инвентарь,Элемент,,,,,,false,0,tasks
Уничтожение стен (с помощью лома),↑ свойство лома,1,,,Инвентарь,Свойство,,,,,,false,0,tasks
Мина,"Её можно поставить на поле, и на ней подорвётся противник, когда наступит на неё",1,,,Инвентарь,Элемент,,,,,,false,0,tasks
Уничтожение противника при наступании на мину,↑ свойство мины,1,,,Инвентарь,Свойство,,,,,,false,0,tasks
Ключ,"Специальный элемент, который может открывать двери.\nОпишите в отчёте, одноразовые или многоразовые у вас ключи, есть ли разные цвета или типы ключей и т.п.",1,,,"Инвентарь,Препятствие",Элемент,,🗝 1: Лабиринт,,,,false,8,tasks
Открытие двери ключом при соприкосновении,"↑ Ключ автоматически используется, когда игрок подходит к соответствующей двери",1,,,"Инвентарь,Препятствие",Свойство,,🗝 1: Лабиринт,,,,false,5,tasks
Ручное использование ключа,"↑ Ключ не используется автоматически, его нужно активировать/выбирать вручную",1,,,"Инвентарь,Препятствие",Свойство,,🗝 1: Лабиринт,,,,false,0,tasks
Удалённое открытие двери ключом,↑ Ключ может быть активирован на расстоянии (не обязательно подходить к двери вплотную),1,,,"Инвентарь,Препятствие",Свойство,,🗝 1: Лабиринт,,,,false,0,tasks
Бомбочка (с отложенным взрывом),"Через некоторое время после активации взрывается, захватывая некоторую область",1,,,Инвентарь,Элемент,,"💰 4: Lode Runner,💣 8: Bomberman",,,,false,1,tasks
След от взрыва бомбочки,"Некоторое время после взрыва может отображаться и быть опасным, но потом исчезает",1,,,"Прочие,Инвентарь",Элемент,,💣 8: Bomberman,,,,false,2,tasks
Взрывание на некоторой области,↑ свойство бомбочки,1,,,Инвентарь,Свойство,,"💰 4: Lode Runner,💣 8: Bomberman",,,,false,2,tasks
Таймер обратного отсчёта на бомбочке,Отрисовка таймера обратного отсчёта на бомбочке (оставшееся время до взрыва),1,,,Инвентарь,Интерфейс,,💣 8: Bomberman,,,,false,0,tasks
Верёвочная ловушка,"Если поставить, то на ней может пойматься противник (при этом он не умирает, а “висит” на ней, и тем самым не появляется снова в точке респауна).\nОпционально можно реализовать, что и игрок также может “попасться” на этом элементе.",1,,,Инвентарь,Элемент,,💰 4: Lode Runner,,,,false,0,tasks
Ловушка для противника (становится неактивным),↑ свойство верёвочной ловушки,1,,,Инвентарь,Свойство,,💰 4: Lode Runner,,,,false,0,tasks
Дрель,Может пробивать любые стены вниз,1,,,Инвентарь,Элемент,,💰 4: Lode Runner,,,,false,0,tasks
Уничтожение стен под игроком (с помощью дрели),↑ свойство дрели,1,,,Инвентарь,Свойство,,💰 4: Lode Runner,,,,false,0,tasks
Газовый пистолет,"Идея взята из Lode Runner (Legend Returns):\nНекоторая область временно покрывается газовым облаком ↓ при этом противники, находящиеся в нём или попадающие в него — временно дизориентируются ↓",1,,,Инвентарь,Элемент,,💰 4: Lode Runner,,,,false,0,tasks
Газовое облако,"↑ элемент, появляющийся из газового пистолета",1,,,Инвентарь,Элемент,,💰 4: Lode Runner,,,,false,0,tasks
Временная дизориентация противника,↑ свойство газового пистолета,1,,,Инвентарь,Свойство,,💰 4: Lode Runner,,,,false,0,tasks
Банка с клеем,"Идея взята из Lode Runner (Legend Returns):\nМожно разлить банку с клеем на несколько клеток вперёд, и тогда перемещение по ним будет замедленным (как для противников, так и для игрока)",1,,,Инвентарь,Элемент,,💰 4: Lode Runner,,,,false,0,tasks
Клетка с клеем,"↑ элемент, появляющийся с помощью банки с клеем",1,,,Инвентарь,Элемент,,💰 4: Lode Runner,,,,false,0,tasks
Замедление движение по клетке,Игрок или мяч замедляет своё движение пока находится на этой клетке,1,,,"Инвентарь,Движение",Свойство,,💰 4: Lode Runner,,,,false,0,tasks
Кирка,Идея взята из Lode Runner (Legend Returns):\nПри использовании кирки игрок может создать препятствие из камней с «потолка»,1,,,Инвентарь,Элемент,,💰 4: Lode Runner,,,,false,0,tasks
Создание препятствия из камней,↑ свойство элемента (создание препятствия),1,,,Инвентарь,Свойство,,💰 4: Lode Runner,,,,false,0,tasks
Препятствие из камней,↑ создаётся киркой,1,,,Инвентарь,Элемент,,,,,,false,0,tasks
Бонусы/антибонусы расставляются случайным образом в начале игры,,1,,,"Бонус,Анти-бонус",Свойство,,,,,,false,3,tasks
Бонусы/антибонусы появляются на поле время от времени,,1,,,"Бонус,Анти-бонус",Свойство,,💥 5: Battle City,,,,false,0,tasks
Бонусы/антибонусы появляются во время взрыва препятствия,То есть могут появиться с определённой вероятностью,1,,,"Бонус,Анти-бонус",Свойство,,💣 8: Bomberman,,,,false,1,tasks
Бонусы/антибонусы появляются по мере достижения определённых этапов или позиций игры,"Например, новые бонусы (или виды бонусов) появляются спустя некоторое время, или пройдя определённую часть карты, или собрав определённое количество очков и т.п.\nОпишите в отчёте, как именно реализовали вы :)",1,,,"Бонус,Анти-бонус",Свойство,,,,,,false,0,tasks
Бонусы/антибонусы перемещаются по карте,,1,,,"Бонус,Анти-бонус",Свойство,,,,,,false,0,tasks
Дополнительная жизнь,,1,,,Бонус,Элемент,,💣 8: Bomberman,,,,false,1,tasks
Уменьшение жизней,,1,,,Анти-бонус,Элемент,,,,,,false,6,tasks
Изменение количества жизней,Изменение количества жизней у игрока (плюс или минус),1,,,"Бонус,Анти-бонус",Свойство,,,,,,false,5,tasks
Дополнительные патроны или боезапас,,1,,,Бонус,Элемент,,,,,,false,0,tasks
Уменьшение патронов или боезапаса,,1,,,Анти-бонус,Элемент,,,,,,false,0,tasks
Изменение количества патронов или боезапаса,Плюс или минус,1,,,"Бонус,Анти-бонус",Свойство,,,,,,false,0,tasks
Улучшение выстрелов или взрывов,,1,,,Бонус,Элемент,,"💥 5: Battle City,💣 8: Bomberman",,,,false,1,tasks
Ухудшение выстрелов или взрывов,,1,,,Анти-бонус,Элемент,,,,,,false,0,tasks
Изменение выстрелов или взрывов,,1,,,"Бонус,Анти-бонус",Свойство,,,,,,false,1,tasks
Ускорение игрока,,1,,,Бонус,Элемент,,💣 8: Bomberman,,,,false,2,tasks
Замедление игрока,,1,,,Анти-бонус,Элемент,,,,,,false,0,tasks
Изменение скорости перемещения игрока,Изменение скорости перемещения игрока,1,,,"Движение,Бонус,Анти-бонус",Свойство,,🧿 3: New Ball Game,,,,false,2,tasks
"Дополнительное время (например, на прохождение уровня)",,1,,,Бонус,Элемент,,,,,,false,0,tasks
Уменьшение оставшегося времени,,1,,,Анти-бонус,Элемент,,,,,,false,0,tasks
Изменение оставшегося времени,,1,,,Бонус,Свойство,,,,,,false,0,tasks
Замедление противников (на некоторое время),,1,,,Бонус,Элемент,,,,,,false,0,tasks
Ускорение противников (на некоторое время),,1,,,Анти-бонус,Элемент,,,,,,false,0,tasks
Изменение скорости противников (на некоторое время),,1,,,Бонус,Свойство,,,,,,false,0,tasks
Дополнительные бомбочки,,1,,,Бонус,Элемент,,"💰 4: Lode Runner,💣 8: Bomberman",,,,false,1,tasks
Уменьшение бомбочек,,1,,,Анти-бонус,Элемент,,,,,,false,0,tasks
Изменение количества бомбочек,,1,,,Бонус,Свойство,,,,,,false,1,tasks
Улучшение прочности/бронированности игрока,,1,,,Бонус,Элемент,,💥 5: Battle City,,,,false,2,tasks
Ухудшение прочности/бронированности,,1,,,Анти-бонус,Элемент,,,,,,false,0,tasks
Изменение бронированности игрока,,1,,,Бонус,Свойство,,,,,,false,1,tasks
Дополнительные очки (бонус),,1,,,Бонус,Элемент,,,,,,false,1,tasks
Уменьшение очков,,1,,,Анти-бонус,Элемент,,,,,,false,0,tasks
Изменение количества очков (score),Добавление или уменьшение некоторого количества очков (score) у текущего результата игрока,1,,,"Приз,Бонус,Анти-бонус",Свойство,,,,,,false,8,tasks
Временная неуязвимость,В некотором смысле временное бессмертие,2,,,Бонус,Элемент,,"💥 5: Battle City,💣 8: Bomberman",,,,false,1,tasks
Бронирование «базы»,"Идея взята из игры Battle City (“Танчики”): временное бронирование клеток, окружающих базу",2,,,Бонус,Элемент,,💥 5: Battle City,,,,false,0,tasks
Проходимость сквозь стены (временная),,2,,,Бонус,Элемент,,,,,,false,0,tasks
Уничтожение всех противников (но потом могут появиться новые),,2,,,Бонус,Элемент,,💥 5: Battle City,,,,false,0,tasks
Остановка движения противников (на некоторое время),,2,,,Бонус,Элемент,,💥 5: Battle City,,,,false,0,tasks
Временная дезориентация (курсорные клавиши меняются),,2,,,Анти-бонус,Элемент,,,,,,false,1,tasks
"Случайный приз (не известно, что он значит, пока не собрать его)",,1,,,Бонус,Элемент,,,,,,false,0,tasks
Случайный анти-бонус (один из возможных),,1,,,Анти-бонус,Элемент,,,,,,false,0,tasks
Выбор случайного бонуса или анти-бонуса,,1,,,Бонус,Свойство,,,,,,false,0,tasks
Расширяющийся элемент (субстанция),"Элемент, который время от времени распространяется (дублируется) на соседние клетки.\nЕсли у вас несколько типов этих элементов — создавайте для каждого из них это задание",1,,,Расширение,Элемент,,"💎 2: Boulder Dash,🧿 3: New Ball Game",,,,false,0,tasks
Расширение элемента на соседние свободные клетки,↑ Свойство расширяющегося элемента,2,,,Расширение,Свойство,,,,,,false,0,tasks
Проходимая субстанция,Проходимая субстанция (шарик или игрок или выстрелы проходят сквозь неё),1,,,Расширение,Свойство,,🧿 3: New Ball Game,,,,false,0,tasks
Непроходимая и неуничтожимая субстанция,"Сквозь субстанцию нельзя пройти, но её можно уничтожать",1,,,Расширение,Свойство,,,,,,false,1,tasks
"Непроходимая, но уничтожимая субстанция",,1,,,Расширение,Свойство,,,,,,false,0,tasks
Ядовитая субстанция,Соприкосновение смертельно для игрока,1,,,Расширение,Свойство,,,,,,false,1,tasks
"Если субстанция не может дальше расширяться, она превращается в кристаллы или монеты",,1,,,Расширение,Свойство,,💎 2: Boulder Dash,,,,false,0,tasks
"Если субстанция не может дальше расширяться, она превращается в камни",,1,,,Расширение,Свойство,,💎 2: Boulder Dash,,,,false,0,tasks
Обязательный приз,"Чтобы пройти уровень, нужно обязательно все призы",1,,,Приз,Элемент,,"💰 4: Lode Runner,👻 9: Pac-Man",,,,false,8,tasks
Победа при получении определённого количества очков,"Игрок побеждает, когда соберёт определённое количество очков",1,,,"Финиш,Приз",Свойство,,,,,,false,6,tasks
Необязательный приз,Приз просто дающий дополнительные очки (score),1,,,Приз,Элемент,,,,,,false,10,tasks
Лёд,На нём происходит скольжение игрока и противников\nТо есть небольшое движение вперёд по инерции,2,,,Прочие,Элемент,,💥 5: Battle City,,,,false,0,tasks
Динамит,"Если двинуть камень на него, то он взрывается\nМожно придумать другие способы детонации",1,,,Прочие,Элемент,,,,,,false,0,tasks
Взрыв элемента при соприкосновении с другим элементов,↑ свойство динамита,1,,,Прочие,Свойство,,,,,,false,1,tasks
Энерджайзер,При его собирании противники временно начинают убегать от нас,2,,,Прочие,Элемент,,👻 9: Pac-Man,,,,false,1,tasks
Неподвижные ловушки,"Игрок погибает, когда попадает в них (или теряет жизни и т.п.)",1,,,Противник,Элемент,,"🧿 3: New Ball Game,🏂 7: Inertia",,,,false,11,tasks
Подвижный противник,Противник перемещается по карте\nЕсли у вас несколько видов противника — создавайте (дублируйте) для каждого из них это задание,1,,,Противник,Элемент,,,,,,false,17,tasks
Лес,В зарослях леса почти не видно игрока и противников (визуально),2,,,Прочие,Элемент,,💥 5: Battle City,,,,false,0,tasks
Точка сохранения,Когда игрок погибает он может продолжить игру с этой точки,2,,,Прочие,Элемент,,,,,,false,0,tasks
Пряталка,В этой клетке можно спрятаться от врагов (при этом они потеряют вас из виду и будут проходить мимо),2,,,Прочие,Элемент,,💰 4: Lode Runner,,,,false,0,tasks
Преобразователь камней в кристалы,"Идея игрового элемента взята из Boulder Dash\nКогда камни падают на него сверху, то они превращаются в кристаллы и падают дальше вниз",2,,,Прочие,Элемент,,💎 2: Boulder Dash,,,,false,0,tasks
Частично-обязательный приз,"Чтобы пройти уровень, нужно собрать определенное количество призов (не обязательно все), остальные призы (сверх этого количества) просто дают дополнительные очки",1,,,Приз,Элемент,,💎 2: Boulder Dash,,,,false,0,tasks
Призы перемещаются по карте,,1,,,Приз,Свойство,,👻 9: Pac-Man,,,,false,0,tasks
Камни,"Особый “перемещаемый” вид препятствий.\nМогут падают вниз, могут перемещаться игроком, могут убить игрока, если упадут на него",1,,,Препятствие,Элемент,,💎 2: Boulder Dash,,,,false,7,tasks
Раскол камней при падении с большой высоты,"Например, если высота при падении была слишком большой, то камень исчезает с карты",1,,,Препятствие,Свойство,,,,,,false,0,tasks
Гравитация (базовый вариант),Падение вниз для элементов (изначально в рамках игры Boulder Dash это касалось камней и кристаллов),1,,,Препятствие,Свойство,,💎 2: Boulder Dash,,,,false,5,tasks
Плавная гравитация,"↑ Дополнение к заданию 🌀 🚧 Гравитация (базовый вариант): падение должно быть не мгновенным, а плавным (чтобы был виден процесс падения)\nВыбирайте оба эти задания, чтобы получить в итоге суммарно 2 балла за хорошую гравитацию",1,,,Препятствие,Свойство,,💎 2: Boulder Dash,,,,false,4,tasks
Перемещаемость элемента,"Изначально касалось камней в рамках игры Boulder Dash, но может быть распространено и на некоторые другие элементы",1,,,Препятствие,Свойство,,💎 2: Boulder Dash,,,,false,4,tasks
Лестница,Для возможности перемещения по ней по вертикали,2,,,Прочие,Элемент,,💰 4: Lode Runner,,,,false,3,tasks
Изменение иконки игрока на лестнице,,1,,,Прочие,Свойство,,,,,,false,1,tasks
Натянутая веревка,Для возможности перемещения по ней по горизонтали,2,,,Прочие,Элемент,,💰 4: Lode Runner,,,,false,0,tasks
Изменение иконки игрока на натянутой верёвке,,1,,,Прочие,Свойство,,,,,,false,0,tasks
База,Идея взята из игры “Танчики” (Battle City)\nЭтот игровой элемент надо защищать от противников,2,,,Прочие,Элемент,,💥 5: Battle City,,,,false,1,tasks
Невидимая мина,"Идея взята из игры Mined-Out (или Сапёр)\nНевидимая мина, которую можно определять находясь рядом (количество мин в соседних клетках)",2,,,Прочие,Элемент,,🧨 6: Mined-Out,,,,false,0,tasks
Случайное перемещение,Противник перемещается в случайную соседнюю клетку,1,,,Противник,Свойство,,,,,,false,4,tasks
Простое движение,"Например, движется по кругу или просто вперёд-назад и т.п.",1,,,Противник,Свойство,,,,,,false,4,tasks
Движение по периметру,"Например, всегда поворачивает вправо, когда встречает препятствие, или всегда идёт вдоль стены и т.п.",1,,,Противник,Свойство,,💎 2: Boulder Dash,,,,false,3,tasks
Может проходить сквозь стены,,1,,,Противник,Свойство,,💣 8: Bomberman,,,,false,1,tasks
Повторяет за игроком его ходы,,1,,,Противник,Свойство,,🧨 6: Mined-Out,,,,false,1,tasks
Скорость перемещения выше игрока,,1,,,Противник,Свойство,,,,,,false,3,tasks
Скорость перемещения ниже игрока,,1,,,Противник,Свойство,,,,,,false,7,tasks
Скорость перемещения меняется,,1,,,Противник,Свойство,,,,,,false,5,tasks
Появление новых противников случайным образом,,1,,,Противник,Свойство,,,,,,false,1,tasks
Появление новых противников по определённому алгоритму,,1,,,Противник,Свойство,,💥 5: Battle City,,,,false,0,tasks
Появление убитых противников на точках респауна,,1,,,Противник,Свойство,,"💰 4: Lode Runner,👻 9: Pac-Man",,,,false,0,tasks
Противники стреляют на расстоянии,,2,,,Противник,Свойство,,💥 5: Battle City,,,,false,2,tasks
Противник атакует находясь рядом,(соседнюю клетку),1,,,Противник,Свойство,,,,,,false,4,tasks
"Противник атакует, занимая клетку игрока",,1,,,Противник,Свойство,,"💰 4: Lode Runner,💣 8: Bomberman,👻 9: Pac-Man",,,,false,6,tasks
Возможность стрельбы для игрока,"В самом простом виде это может быть хотя бы “мгновенный выстрел”, когда пуля достигает цели сразу.\nЕсли же сделаете плавный полёт пули берите себе в отчёт ещё пару заданий ниже ↓",1,,,Игрок,Свойство,,💥 5: Battle City,,,,false,0,tasks
Пуля,"Летящий снаряд, запускаемый игроком при стрельбе",1,,,Игрок,Элемент,,💥 5: Battle City,,,,false,1,tasks
Постепенный полёт пули,Постепенное движение летящего снаряда пока он не достигнет цели,1,,,Игрок,Свойство,,💥 5: Battle City,,,,false,1,tasks
Противник при своём уничтожении превращается в кристаллы,,1,,,Противник,Свойство,,💎 2: Boulder Dash,,,,false,1,tasks
Разная прочность у разных противников,,1,,,Противник,Свойство,,💥 5: Battle City,,,,false,2,tasks
Наивный противник,"Противник двигается навстречу игроку, но при этом не учитывает наличие препятствий (то есть может упереться в преграду и “тупить”)",2,,,Противник,Свойство,,,,,,false,3,tasks
Умный противник,"Некоторый алгоритм поведения, обычно зависящий от игрока (например, для движения к игроку можно использовать волновой алгоритм с учётом препятствий и т.п.)\nВ зависимости от сложности алгоритма количество монет может быть увеличено/уменьшено",4,,,Противник,Алгоритм,,,,,,false,7,tasks
Интеллектуальный противник,"Нечто более сложное и интересное, чем просто ""умный"" противник.\nНапример, он может как-то анализировать поведение игрока, или двигаться наперехват, или предугадывать его действия, или устраивать ловушки, или ждать в ключевых точках если нужно и т.п.\nВ зависимости от сложности алгоритма количество монет может быть увеличено/уменьшено",8,,,Противник,Алгоритм,,,,,,false,3,tasks
Противник может собирать призы или монетки,Противник может собирать призы или монетки,1,,,Противник,Свойство,,💰 4: Lode Runner,,,,false,1,tasks
Противник отдаёт монеты при погибании,↑ при этом при уничтожении противника он их “отдаёт”,1,,,Противник,Свойство,,💰 4: Lode Runner,,,,false,0,tasks
Противник иногда выбрасывает монеты,"↑ просто выбрасывает иногда собранные монеты в случайных местах, тем самым как бы перемещая их по карте",1,,,Противник,Свойство,,💰 4: Lode Runner,,,,false,0,tasks
Противник может использовать инвентарь игрока,"Те элементы, которые игрок может собирать в свой инвентарь — может собирать и противник, а также он может использовать их против игрока\nВ зависимости от сложности алгоритма количество монет может быть увеличено/уменьшено",4,,,Противник,Свойство,,,,,,false,0,tasks
Усложнённая генерация уровней,"Особые алгоритмы генерации задающие принципы генерации (например, особые случайные области с элементами, или расстановка ключей и дверей, или случайная генерация лабиринта и т.п.), то есть не только обычный банальный рандом",4,,,Уровни,Алгоритм,,,,,,false,7,tasks
Интеллектуальная генерация уровней,"Например, использование особых шаблонов, формирование сложных схем, хитрые алгоритмы, и в итоге уровни получаются красиво/интересно выглядящими (как будто человек мог их так придумать/продумать) или их прохождение требует определённой заложенной алгоритмом “смекалки” и т.п.\nВ зависимости от сложности алгоритмов количество монет может быть увеличено или уменьшено",8,,,Уровни,Алгоритм,,,,,,false,3,tasks
Проверка проходимости уровня,"Нечто более или менее базовое, например, проверка наличия пути до выхода, возможности собрать все призы и т.п.",4,,,Уровни,Алгоритм,,,,,,false,3,tasks
Особая проверка проходимости уровня,"Дополнительные проверки, использующие особенности игровой механики для прохождения уровня (например, перемещение камней, использование инвентаря, учёт поведения противников и т.п.)\nВ зависимости от сложности алгоритмов количество монет может быть увеличено или уменьшено",8,,,Уровни,Алгоритм,,,,,,false,0,tasks
Подсказка для прохождения уровня,"Опциональная подсказка или режим игры с постоянными подсказками: какой сделать следующий шаг или несколько шагов, чтобы в итоге победить\nВ зависимости от сложности алгоритмов количество монет может быть увеличено или уменьшено",4,,,Уровни,Алгоритм,,,,,,false,1,tasks
Эмуляция прохождения уровня (без алгоритма),Просто захардкодженные действия (как бы визуально ходим вместо игрока),3,,,Уровни,Интерфейс,,,,,,false,0,tasks
Эмуляция прохождения уровня (алгоритм),Расчёт оптимального маршрута и далее визуально ходим вместо игрока\nВ зависимости от сложности алгоритмов количество монет может быть увеличено или уменьшено,4,,,Уровни,Алгоритм,,,,,,false,1,tasks
Сохранение текущего состояния игры,И в дальнейшем можно загрузиться и продолжить,2,,,Уровни,Разное,,,,,,false,3,tasks
Редактор уровней,"Это явно золотое задание, но лучше будет его разбить на несколько заданий поменьше, т.к. реализация может очень сильно отличаться...",8,,,Уровни,Разное,,,,,,false,9,tasks
Инструкция к игре,,1,,,Меню,Интерфейс,,,,,,false,22,tasks
Выкапывание ямы рядом,Возможность уничтожать кирпичную стену рядом с игроком (вниз по диагонали: слева или справа),1,,,"Игрок,Препятствие",Свойство,,💰 4: Lode Runner,,,,false,2,tasks
Уничтожение стены рядом,"Возможность игрока уничтожать стены. Либо, в любом направлении, либо рядом, либо внизу ー укажите в отчёте, что именно реализовали",1,,,"Игрок,Препятствие",Свойство,,,,,,false,2,tasks
Настройка громкости,Регулирование громкости фоновой музыки/звуков,1,,,Настройки,Интерфейс,,,,,,false,7,tasks
Сорняки,"Игрок может ""скосить"" сорняки только подойдя справа/слева (т.е просто спрыгнув Вы от них не избавитесь). Обязательные.",2,,,,Элемент,,,,,,false,0,tasks
"Анимация переходов между ""окнами""",Анимация загрузки между скрытием окна меню и прогрузкой игровой карты,1,,,Интерфейс,Интерфейс,,Почти во всех играх,,,,false,0,tasks
"Проигрыш, когда у игрока заканчиваются жизни",,1,,,Финиш,Свойство,,,,,,false,15,tasks
"Проигрыш, когда у игрока заканчивается отведённое время",,1,,,Финиш,Свойство,,,,,,false,2,tasks
Создание стены в потолке,Игрок вручную восстанавливает разрушенную стену.,2,,,,Свойство,,,,,,false,0,tasks
Разные иконки направлений противника,"В зависимости от того, куда направлен противник ー будет и отображается разная иконка для него",1,,,Противник,Интерфейс,,,,,,false,4,tasks
Использование карты в виде “тора” при движении,,1,,,Противник,Свойство,,,,,,false,3,tasks
Выбор уровня или сложности игры,,1,,,Меню,Интерфейс,,,,,,false,18,tasks
Мина для врагов,,2,,,,Элемент,,,,,,false,0,tasks
Выбор игрока,"Например, возможность смены игрока с его настройками (к примеру, скорость и стиль игры, или последняя карта, на которой играл игрок, и т.п.)",1,,,Меню,Интерфейс,,,,,,false,3,tasks
Выбор стиля (темы) игры,"Например, выбор между разными наборами символов для отображения в консольной игре (и аналогично для GUI)",2,,,Настройки,Интерфейс,,,,,,false,1,tasks
Регулировка скорости игры,Как быстро будут происходить все события в игре,1,,,Настройки,Интерфейс,,,,,,false,3,tasks
Бустер,"(Специальная возможность игрока влючить режим Энерджайзера где-угодно и когда-угодно, что бы спастись от врагов. Когда время действия бустера оканчивается клавиши управления инвертированы на время)",2,,,,,,,,,,false,0,tasks
Заставка поражения,,1,,,Интерфейс,Интерфейс,,Почти во всех играх,,,,false,24,tasks
Заставка победы,,1,,,Интерфейс,Интерфейс,,Почти во всех играх,,,,false,24,tasks
Лимит бомбочек на уровень,,1,,,,Свойство,,💣 8: Bomberman,,,,false,0,tasks
Шипы (появляются и пропадают на клетке),,1,,,Противник,Элемент,,,,,,false,1,tasks
Появление и исчезновение шипов время от времени,,1,,,Противник,Свойство,,,,,,false,1,tasks
Осколок мины,"(при наступании на мину она взрывается, оставляя в случайном месте карты осколок, собрав несколько штук которых игрок сможет видеть все мины на поле)",2,,,Бонус,Элемент,,,,,,false,0,tasks
Капкан,При наступании на капкан игрок не может двигаться в течение нескольких шагов (то есть совершает определенное количество безуспешных попыток хода),1,,,Препятствие,Элемент,,,,,,false,0,tasks
Блокировка движения на N шагов,Свойство для элемента выше (🧩 🚧 Капкан ) ↑,1,,,Препятствие,Свойство,,,,,,false,0,tasks
Блокировка движения на N секунд,Вариация свойства для элемента выше (🧩 🚧 Капкан ) ↑,1,,,Препятствие,Свойство,,,,,,false,0,tasks
Ослепитель игрока,"(если подобрать этот антиприз то на определенное количество ходов игрок ""ослепнет"" (поле станет черным), но все клетки которые уже слепой игрок пройдёт, он будет видеть даже во время слепоты (т.к. он туда сходил, то теперь помнит что там)",2,,,Анти-бонус,Элемент,,,,,,false,0,tasks
Неизменяемая инерция движения игрока (анти-бонус),"Автоматическое движение игрока в определённом направлении (без возможности его изменить), пока он не встретится с преградой, точкой остановки и прочими игровыми элементами",1,,,Анти-бонус,Свойство,,,,,,false,0,tasks
Изменяемая инерция движения игрока (анти-бонус),"Автоматическое движение игрока в определённом направлении, но с возможностью изменить направление движения в любой момент",1,,,Анти-бонус,Свойство,,,,,,false,0,tasks
Отображение текущих эффектов на персонаже,"Возле персонажа отображаются иконки, соответствущие эффектам на этом персонаже(игроке или противнике)",1,,,Анти-бонус,Свойство,,,,,,true,0,tasks
Немота,Запрет персонажу(игроку или противнику) использовать способности,1,,,Анти-бонус,Свойство,,,,,,true,0,tasks
