name,description,coins,coin_type,points,category,supercategory,subcategory,games,report,color,author,new,used,source
Список лучших результатов,,,бронза,1,результаты,,,,,,,,,tasks
Ввод имени игрока,,,бронза,1,результаты,,,,,,,,,tasks
Подсчёт количества ходов,,,бронза,1,результаты,,,,,,,,,tasks
Подсчёт времени прохождения уровня/игры,,,бронза,1,результаты,,,,,,,,,tasks
"Подсчёт очков, полученных игроком",(хотя бы некоторая формула),,бронза,1,результаты,,,,,,,,,tasks
При получении определённого количества очков,,,бронза,1,выход,,,,,,,,,tasks
При достижении клетки выхода (видимой изначально),,,бронза,1,выход,,,,,,,,,tasks
Клетка выхода появляется через некоторое время,,,бронза,1,выход,,,,,,,,,tasks
Клетка выхода появляется при определённых обстоятельствах,,,бронза,1,выход,,,,,,,,,tasks
Жизни игрока,(которые могут уменьшаться),,бронза,1,фича,,,,,,,,,tasks
Обратный отсчёт времени,(если не успеть выиграть — game over),,бронза,1,результаты,,,,,,,,,tasks
Карта в виде «тора»,(если идём через левый край — возникаем справа и т.п.),,бронза,1,фича,,,,,,,,,tasks
Продуманные интересные уровни,,,бронза,1,уровни,,,,,,,,,tasks
Случайная генерация уровней,(в очень простом виде),,бронза,1,уровни,,,,,,,,,tasks
Пасхалочка типа кода Konami,,,бронза,,фича,,,,,,,,,tasks
Сохранение текущего состояния игры,(в дальнейшем можно загрузиться с него и продолжить),,серебро,1,фича,,,,,,,,,tasks
Управление с помощью мыши (3-я лаба),,,серебро,1,интерфейс,,,,,,,,,tasks
Видимость только ближайшего пространства рядом с игроком (ограниченная видимость),,,серебро,1,видимость,,,,,,,,,tasks
Видимая область перемещается с игроком (фрейм отображаемой области),(как скролл в окне),,серебро,1,видимость,,,,,,,,,tasks
Непроходимая и неуничтожимая стена,,,серебро,1,препятствия,элемент,,,,,,,,tasks
Уничтожимая стена,,,серебро,1,препятствия,элемент,,,,,,,,tasks
Восстанавливающаяся стена,,,серебро,1,препятствия,элемент,,,,,,,,tasks
Вода,"(пройти нельзя, но выстрелы проходят)",,серебро,1,препятствия,элемент,,,,,,,,tasks
Прозрачная стена,"(шарик пролетает, но нельзя поставить зит)",,серебро,1,препятствия,элемент,,,,,,,,tasks
"Дверь, открываемая ключом",(ключ нужно собрать отдельно),,серебро,1,двери,элемент,,,,,,,,tasks
Дверь автоматически закрывается через N шагов,,,серебро,1,двери,поведение,,,,,,,,tasks
Дверь автоматически закрывается через N секунд,,,серебро,1,двери,поведение,,,,,,,,tasks
Телепорт между двумя (или более) точками на экране,,,серебро,1,телепорты,элемент,,,,,,,,tasks
Телепорт в случайное место на экране,,,серебро,1,телепорты,элемент,,,,,,,,tasks
Телепорт в случайное место на некоторой области,,,серебро,1,телепорты,элемент,,,,,,,,tasks
Телепорт в случайное место на небольшое расстояние рядом,,,серебро,1,телепорты,элемент,,,,,,,,tasks
"Телепорт, который иногда работает, а иногда нет",,,серебро,1,телепорты,элемент,,,,,,,,tasks
Изменение направления движения (в определённую сторону),,,серебро,1,движение,элемент,,,,,,,,tasks
Изменение направления движения (в случайном направлении),,,серебро,1,движение,элемент,,,,,,,,tasks
Изменение направления движения (по часовой стрелке),,,серебро,1,движение,элемент,,,,,,,,tasks
Ускорение движения,,,серебро,1,движение,элемент,,,,,,,,tasks
Замедление движения,,,серебро,1,движение,элемент,,,,,,,,tasks
Действие элемента деактивируется через N шагов,,,серебро,1,инвентарь,поведение,,,,,,,,tasks
Действие элемента деактивируется через N секунд,,,серебро,1,инвентарь,поведение,,,,,,,,tasks
Лом,(может уничтожать препятствия),,серебро,1,инвентарь,элемент,,,,,,,,tasks
Мина,"(можно поставить, и на ней подорвётся противник)",,серебро,1,инвентарь,элемент,,,,,,,,tasks
Ключ,(которым можно открыть дверь),,серебро,1,инвентарь,элемент,,,,,,,,tasks
Бомбочка,"(можно поставить, отойти, и она взорвётся)",,серебро,1,инвентарь,элемент,,,,,,,,tasks
Верёвка-ловушка,(можно поставить и противник в неё поймается),,серебро,1,инвентарь,элемент,,,,,,,,tasks
Дрель,(можно пробивать стены вниз),,серебро,1,инвентарь,элемент,,,,,,,,tasks
Газовый пистолет,(останавливает противников на время),,серебро,1,инвентарь,элемент,,,,,,,,tasks
Банка с клеем,(можно разлить и тогда будет медленное перемещение),,серебро,1,инвентарь,элемент,,,,,,,,tasks
Кирка,(может создать препятствие из камней с «потолка»),,серебро,1,инвентарь,элемент,,,,,,,,tasks
Динамит,"(если на него двинуть камень, он взрывается)",,серебро,1,инвентарь,элемент,,,,,,,,tasks
Ограниченный рюкзак для элементов,,,серебро,1,инвентарь,поведение,,,,,,,,tasks
Неограниченный рюкзак для элементов,,,серебро,1,инвентарь,поведение,,,,,,,,tasks
Призы медленно перемещаются по карте,,,серебро,1,призы,поведение,,,,,,,,tasks
Дополнительная жизнь,,,серебро,1,призы,элемент,,,,,,,,tasks
Дополнительные патроны или боезапас,,,серебро,1,призы,элемент,,,,,,,,tasks
Улучшение выстрелов или взрывов,,,серебро,1,призы,элемент,,,,,,,,tasks
Ускорение игрока,,,серебро,1,призы,элемент,,,,,,,,tasks
"Дополнительное время (например, на прохождение уровня)",,,серебро,1,призы,элемент,,,,,,,,tasks
Замедление противников (на некоторое время),,,серебро,1,призы,элемент,,,,,,,,tasks
Дополнительные бомбочки,,,серебро,1,призы,элемент,,,,,,,,tasks
Улучшение прочности/бронированности игрока,,,серебро,1,призы,элемент,,,,,,,,tasks
Дополнительные очки,,,серебро,1,призы,элемент,,,,,,,,tasks
Уменьшение жизней,,,серебро,1,антиприз,элемент,,,,,,,,tasks
Уменьшение патронов или боезапаса,,,серебро,1,антиприз,элемент,,,,,,,,tasks
Уменьшение бомбочек,,,серебро,1,антиприз,элемент,,,,,,,,tasks
Уменьшение времени,,,серебро,1,антиприз,элемент,,,,,,,,tasks
Уменьшение очков,,,серебро,1,антиприз,элемент,,,,,,,,tasks
Ухудшение прочности/бронированности,,,серебро,1,антиприз,элемент,,,,,,,,tasks
Ухудшение выстрелов или взрывов,,,серебро,1,антиприз,элемент,,,,,,,,tasks
Замедление игрока,,,серебро,1,антиприз,элемент,,,,,,,,tasks
Ускорение противников (на некоторое время),,,серебро,1,антиприз,элемент,,,,,,,,tasks
Временная неуязвимость,(бессмертие),,серебро,1,призы,элемент,,,,,,,,tasks
Бронирование «базы»,(временное),,серебро,1,призы,элемент,,,,,,,,tasks
Проходимость сквозь стены (временная),,,серебро,1,призы,элемент,,,,,,,,tasks
Уничтожение всех противников (но потом могут появиться новые),,,серебро,1,призы,элемент,,,,,,,,tasks
Остановка движения противников (на некоторое время),,,серебро,1,призы,элемент,,,,,,,,tasks
Временная дезориентация (курсорные клавиши меняются),,,серебро,1,антиприз,элемент,,,,,,,,tasks
"Случайный приз (не известно, что он значит, пока не собрать его)",,,серебро,1,призы,элемент,,,,,,,,tasks
Появляются время от времени,,,серебро,1,призы,поведение,,,,,,,,tasks
Появляются во время взрыва препятствия,(с определённой вероятностью),,серебро,1,призы,поведение,,,,,,,,tasks
Появляются по мере достижения определённых этапов или позиций игры,,,серебро,1,призы,поведение,,,,,,,,tasks
"Если не может дальше расширяться, превращается в кристаллы/монеты",,,серебро,1,расширение,элемент,,,,,,,,tasks
Шарик или выстрелы проходят сквозь него,,,серебро,1,расширение,элемент,,,,,,,,tasks
"Если не может расширяться, превращается в камни",,,серебро,1,расширение,элемент,,,,,,,,tasks
Ядовитая субстанция,,,серебро,1,расширение,элемент,,,,,,,,tasks
"Непроходимая, но уничтожимая субстанция",,,серебро,1,расширение,элемент,,,,,,,,tasks
Непроходимая неуничтожимая субстанция,,,серебро,1,расширение,элемент,,,,,,,,tasks
Необязательные монетки,"(можно собирать и получать очки, необязательные)",,серебро,1,элемент,элемент,,,,,,,,tasks
Лёд,(на котором происходит скольжение игрока и противников),,серебро,1,элемент,элемент,,,,,,,,tasks
Динамит,"(если на него двинуть камень или выстрелить, взорвётся)",,серебро,1,элемент,элемент,,,,,,,,tasks
Энерджайзер,(противники временно начинают убегать от нас),,серебро,1,элемент,элемент,,,,,,,,tasks
Неподвижные ловушки,"(игрок погибает, когда попадает в них)",,серебро,1,элемент,элемент,,,,,,,,tasks
Лес,(в зарослях которого почти не видно игрока и противников),,серебро,1,элемент,элемент,,,,,,,,tasks
Точка сохранения,(при погибании возвращаемся в неё),,серебро,1,элемент,элемент,,,,,,,,tasks
Пряталка,(в ней можно спрятаться от врагов),,серебро,1,элемент,элемент,,,,,,,,tasks
Преобразователь,(камни при падении на него становятся кристаллами),,серебро,1,элемент,элемент,,,,,,,,tasks
Золото или кристаллы,"(нужно собрать определенное количество, чтобы пройти уровень)",,серебро,1,элемент,элемент,,,,,,,,tasks
Камни,"(падают вниз, могут убить игрока)",,серебро,1,элемент,элемент,,,,,,,,tasks
Лестница,(для перемещения по вертикали),,серебро,1,элемент,элемент,,,,,,,,tasks
Натянутая веревка,(для перемещения по горизонтали),,серебро,1,элемент,элемент,,,,,,,,tasks
База,(которую надо защитить от врагов),,серебро,1,элемент,элемент,,,,,,,,tasks
Невидимая мина,,,серебро,1,элемент,элемент,,,,,,,,tasks
Случайное перемещение,,,серебро,1,противник,элемент,,,,,,,,tasks
Простое движение,"(например, по кругу или вперёд-назад и т.п.)",,серебро,1,противник,элемент,,,,,,,,tasks
Движение по периметру,"(например, поворачивая всегда направо)",,серебро,1,противник,элемент,,,,,,,,tasks
Может проходить сквозь стены,,,серебро,1,противник,элемент,,,,,,,,tasks
Повторяет за игроком его ходы,,,серебро,1,противник,элемент,,,,,,,,tasks
Скорость перемещения выше игрока,,,серебро,1,противник,поведение,,,,,,,,tasks
Скорость перемещения ниже игрока,,,серебро,1,противник,поведение,,,,,,,,tasks
Скорость перемещения меняется,,,серебро,1,противник,поведение,,,,,,,,tasks
Появление новых противников случайным образом,,,серебро,1,противник,поведение,,,,,,,,tasks
Появление новых по определенному алгоритму,,,серебро,1,противник,поведение,,,,,,,,tasks
Появление старых на точке респауна,,,серебро,1,противник,поведение,,,,,,,,tasks
Противники стреляют на расстоянии,,,серебро,1,противник,поведение,,,,,,,,tasks
Атакует находясь рядом,(соседняя клетка),,серебро,1,противник,поведение,,,,,,,,tasks
"Атакует, занимая клетку игрока",,,серебро,1,противник,поведение,,,,,,,,tasks
Стреляющий игрок,,,серебро,1,игрок,поведение,,,,,,,,tasks
При уничтожении превращается в кристаллы,,,серебро,1,противник,поведение,,,,,,,,tasks
Разная прочность противников,,,серебро,1,противник,поведение,,,,,,,,tasks
Умный противник,"(двигается по направлению к игроку, учитывая препятствия)",,золото,2,противник,элемент,,,,,,,,tasks
Может использовать инвентарь игрока,,,золото,2,противник,поведение,,,,,,,,tasks
Интеллектуальный противник,(пытается предугадать действия игрока),,золото,3,противник,элемент,,,,,,,,tasks
Проверка проходимости уровня,,,золото,2,уровни,,,,,,,,,tasks
Подсказка для прохождения уровня,"(какой сделать следующий шаг, чтобы победить)",,золото,2,уровни,,,,,,,,,tasks
Редактор уровней,,,золото,3,уровни,,,,,,,,,tasks
Эмуляция прохождения уровня,(визуально как будто играет игрок),,золото,4,уровни,,,,,,,,,tasks
Генератор уровней,"(не просто хаотичный, а с использованием, шаблонов, схем, алгоритмов и т.п.)",,золото,4,уровни,,,,,,,,,tasks
Возможность играть вдвоём,(на одном компьютере),,золото,1,фича,,,,,,,,,tasks
Замечание,,,,,,,,,,,,,,tasks
Замечание (исправлено),,,,,,,,,,,,,,tasks
Индексатор для получения элемента на поле,,,бронза,1,2-я лаба,,,,,,,,,tasks
Вызов перекрытых методов элементов,,,бронза,1,,,,,,,,,,tasks
Инструкция к игре,,,бронза,1,,меню,,,,,,,,tasks
Выкапывание ямы,,,бронза,1,,,,,,,,,,tasks
Стиль оформления,,,бронза,1,качество кода,,,,,,,,,tasks
Список результатов,,,,1,результаты,,,,,,,,,tasks
Настройка громкости фоновой музыки,Регулирование громкости фоновой музыки/звуков в меню,,бронза,1,интерфейс,,,,,,,,,tasks
"Курсор принимает вид ""активного"" элемента","Курсор динамически принимает вид активного элемента, т.е. при смене элемента (к примеру, с помощью клавиши или колеса мышки) курсор принимает вид нового элемента, который установится на поле при клике пользователя",,бронза,2,интерфейс,,,,,,,,,tasks
Сорняки,"Игрок может ""скосить"" сорняки только подойдя справа/слева (т.е просто спрыгнув Вы от них не избавитесь). Обязательные.",,серебро,1,элемент,элемент,,,,,,,,tasks
Загрузка игры,Анимация загрузки между скрытием окна меню и прогрузкой игровой карты,,бронза,1,фича,,,,,,,,,tasks
"Выход из игры, когда у игрока заканчиваются жизни",,,бронза,1,,,,,,,,,,tasks
Обязательные монетки,,,бронза,1,,,,,,,,,,tasks
Создание стены в потолке,Игрок вручную восстанавливает разрушенную стену.,,бронза,2,,,,,,,,,,tasks
Противник?,,,,,,,,,,,,,,tasks
Разные иконки направлений противника,,,бронза,1,противник,,,,,,,,,tasks
"Движение ""тор""",,,бронза,2,противник,поведение,,,,,,,,tasks
Выбор уровня или сложности,,,бронза,1,интерфейс,меню,,,,,,,,tasks
Простой подсчет очков,,,бронза,1,,,,,,,,,,tasks
Мина для врагов,,,серебро,1,,,,,,,,,,tasks
Подбираемый предмет,,,бронза,1,,,,,,,,,,tasks
Выбор игрока,"(Возможность смены игрока с его настройками. Например скорость и стиль игры, а также последняя карта, на которой играл игрок)",,бронза,1,,меню,,,,,,,,tasks
Выбор стиля (темы) игры,(У игрока есть выбор между разными наборами символов для отображения в консольной игре),,серебро,1,,меню,,,,,,,,tasks
Регулировка скорости игры,(Игрок решает как быстро будут происходить все события в игре),,серебро,1,,меню,,,,,,,,tasks
Бустер,"(Специальная возможность игрока влючить режим Энерджайзера где-угодно и когда-угодно, что бы спастись от врагов. Когда время действия бустера оканчивается клавиши управления инвертированы на время)",,серебро,1,,,,,,,,,,tasks
Заставка поражения,,,бронза,1,,,,,,,,,,tasks
Заставка победы,,,бронза,1,,,,,,,,,,tasks
Лимит бомбочек на уровень,,,бронза,1,разное,поведение,,,,,,,,tasks
След от взрыва,,,серебро,1,элемент,элемент,,,,,,,,tasks
Множитель очков,,,серебро,1,призы,элемент,,,,,,,,tasks
Магазин,,,серебро,1,разное,элемент,,,,,,,,tasks
Шипы (появляются и пропадают на клетке),,,серебро,1,препятствия,элемент,,,,,,,,tasks
Случайное появление стен,,,серебро,1,препятствия,поведение,,,,,,,,tasks
Осколок мины,"(при наступании на мину она взрывается, оставляя в случайном месте карты осколок, собрав несколько штук которых игрок сможет видеть все мины на поле)",,серебро,1,призы,элемент,,,,,,,,tasks
Капкан,"(при наступании на капкан игрок не может двигаться до момента совершения определенного количества ""попыток ходов"")",,серебро,1,препятствия,элемент,,,,,,,,tasks
Ослепитель игрока,"(если подобрать этот антиприз то на определенное количество ходов игрок ""ослепнет""(поле станет черным), но все клетки которые уже слепой игрок пройдёт, он будет видеть даже во время слепоты(якобы он уже туда сходил и теперь знает что там))",,серебро,1,элемент,поведение,,,,,,,,tasks
Анимация игрока,,,серебро,1,,,,,,,,,,tasks
Отдельный подсчет очков,Подсчет каждого бонуса по-отдельности и вывод в конце игры.,,бронза,1,результаты,,,,,,,,,tasks
Гравитация для камней,,,серебро,1,,,,,,,,,,tasks
Мячик (инерционный),,,серебро,1,,,,,,,,,,tasks
Установка щита для мячика,,,бронза,1,,,,,,,,,,tasks
Случайное появление фрукта (змейка),,,серебро,1,элемент,элемент,,,,,,,,tasks
Вывод результатов, Выводятся вовремя игрового процесса  сбоку или снизу,,бронза,1,,,,,,,,,,tasks
Выход из игры по кнопке,"При нажатии кнопки(Например, esc - осуществляется выход из игры)",,бронза,1,выход,,,,,,,,,tasks
Частично обязательные монетки,"Например, нужно собрать определенное количество.",,серебро,1,элемент,элемент,,,,,,,,tasks
Использоование изображений,,,бронза,1,,,,,,,,,,tasks
Использование изображений игровых элементов из ресурсов,,,бронза,1,,,,,,,,,,tasks
Использование всех игровых элементов из консольной версии,,,,,,,,,,,,,,tasks
Качественная отрисовка,,,,,,,,,,,,,,tasks
Элементы управления,,,,,,,,,,,,,,tasks
Блок для отображения информации,,,,,,,,,,,,,,tasks
Использование базы данных,,,серебро,1,,,,,,,,,,tasks
