name,description,coins,coin_type,points,category,supercategory,subcategory,games,report,color,author,new,used,source
есть инвентарь,Возможность собирать предметы для дальнейшего их использования,1,,,Особливості,,,,,🟦,,,8,props
🔫 стреляет,"В самом простом виде это может быть хотя бы “мгновенный выстрел”, когда пуля достигает цели сразу.\nЕсли же сделаете плавный полёт пули берите себе в отчёт ещё пару заданий ниже ↓ (TOFIX)",1,,,Особливості,,,,,🟦,,,10,props
проигрыш,,1,,,Взаємодія,,,,,🟦,,,33,props
💰 plus score,Добавление некоторого количества очков (score) у текущего результата игрока,1,,,Взаємодія,,,,,🟦,,,27,props
🌀 random teleport,🌀 телепорт в случайное место,1,,,Взаємодія,,,,,🟦,,,4,props
⛔️ непроходим для противников,,1,,,Особливості,,,,,🟦,,,6,props
💥 уничтожимость,,1,,,Особливості,,,,,🟦,,,20,props
🔆 автоматическое восстановление,"Например, стена, которая через какое-то время сама восстанавливается (вновь появляется после уничтожения)",1,,,Особливості,,,💰 4: Lode Runner,,🟦,,,3,props
открывается ключом 🗝,,1,,,Особливості,,,🗝 1: Лабиринт,,🟦,,,9,props
❗️ элемент обязательный,"Например, чтобы пройти уровень, нужно обязательно все призы",1,,,Особливості,,,,,🟦,,,23,props
случайная работоспособность телепорта,"Имеется в виду, что он может либо сработать, либо не сработать (случайная составляющая)",1,,,Особливості,,,🧿 3: New Ball Game,,🟦,,,1,props
Маркировка потенциальных мин,маркировка выбранной соседней ячейки,1,,,Особливості,,,🧨 6: Mined-Out,,🟦,,,0,props
🌀 random teleport in area,🌀 случайный телепорт в некоторой области,1,,,Взаємодія,,,,,🟦,,,0,props
🌀 random teleport nearby,🌀 случайный телепорт рядом с игроком,1,,,Взаємодія,,,,,🟦,,,1,props
plus speed,Изменение скорости перемещения игрока,1,,,Взаємодія,,,,,🟦,,,1,props
minus speed,Изменение скорости перемещения игрока,1,,,Взаємодія,,,,,🟦,,,2,props
stops player,Актуально для инерциальных игроков,1,,,Взаємодія,,,🏂 7: Inertia,,🟦,,,4,props
После движения игрока,,1,,,Коли зʼявляється,,,,,🟦,,,9,props
умный противник,"Некоторый алгоритм поведения, обычно зависящий от игрока (например, для движения к игроку можно использовать волновой алгоритм с учётом препятствий и т.п.)\nВ зависимости от сложности алгоритма количество монет может быть увеличено/уменьшено",4,,,Як рухається,,,,,,,,12,props
інтелектуальний противник,,6,,,Як рухається,,,,,,,,2,props
Міцність,,,,,Особливості,,,,,,,,6,props
Health booster,"Збільшує hp гравця, щоб той пережив більше пасток",1,,,Взаємодія,,,,,,,,5,props
Trap,Прихована пастка для гравця.,1,,,Взаємодія,,,,,,,,4,props
Обмен предметами,При взаимодействии с таким элементом игрок может получить от него некоторые предметы или отдать ему что-то,1,,,Взаємодія,,,,,,,,2,props
Разговаривает,"(Не уверена по поводу кол-ва монеток, напишите мне пожалуйста, если его нужно уменьшить)\nNPC “говорит” в консоль определенные реплики в зависимости от места в сюжете",2,,,Особливості,,,,,,,,2,props
Отображает определенное окно,При взаимодействии открывает некоторое окно (например - открытие окна содержимого сундука при взаимодействии с ним),1,,,Взаємодія,,,,,,,,2,props
Телепорт на другую карту,"(Не уверена по поводу кол-ва монеток, напишите мне пожалуйста, если его нужно уменьшить)\nПеремещает игрока в заданное место заданной карты",2,,,Взаємодія,,,,,,,,2,props
minus score,Забирає у гравця деяку кількість очків,1,,,Взаємодія,,,,,,,,4,props
Саморазрушается,Элемент разрушается в определенное время вне зависимости от действий игрока,1,,,Особливості,,,,,,,,2,props
Баф,Дає якийсь особливий ефект гравцю,1,,,Взаємодія,,,,,,,,3,props
Мана,Додає гравцю певну кількість мани,1,,,Взаємодія,,,,,,,,1,props
Устанавливает баррикаду,,1,,,Особливості,,,,,,,,1,props
коли зібрали попередній такий елемент,,1,,,Коли зʼявляється,,,,,🟦,,,3,props
випадає з іншого елемента,"Якщо розбити ящик, чи вбити ворога.",1,,,Коли зʼявляється,,,,,,,,1,props
изменяет направление движения,при каком то определенном действии игровые элементы изменяют свою сторону движения,1,,,Взаємодія,,,,,,,,2,props
Забирає життя у гравця,,,,,Взаємодія,,,,,,,,2,props
Додає гравцю життя,,,,,Взаємодія,,,,,,,,2,props
Додає гравцю броню,,,,,Взаємодія,,,,,,,,0,props
Змінює кількість броні,,,,,Взаємодія,,,,,,,,1,props
Віднімає життя у гравця,,,,,Взаємодія,,,,,,,,0,props
после смерти одного из игроков,,1,,,Коли зʼявляється,,,,,,,,1,props
Переключатель,Переключает состояние других элементов,1,,,Взаємодія,,,,,,,,1,props
Переключаемый,Свойство может быть переключено,1,,,Особливості,,,,,,,,1,props
Генератор ворогів,"Точки спавна ворогів. Тобто рівень можна проектувати таким чином, що вороги можуть спавнитись на декількох точках одночасно.",½,,,Особливості,,,,,,,,1,props
Создаёт юнитов,При взаимодействии создаёт юнита,1,,,Взаємодія,,,,,,,,1,props
Технічний елемент,"Використовується виключно розробниками рівнів, у грі не має прямої взаємодії з гравцем, проте може впливати на інші елементи",1,,,Взаємодія,,,,,,,,1,props
