name,description,coins,coin_type,points,category,supercategory,subcategory,games,report,color,author,new,used,source
Уровень-туториал,Специальный уровень с инструкциями к игре,1,,,levels,,,,,,,,1,tasks
Продуманный интересный уровень (с задумкой),🦠 Можно дублировать задание задание для каждого уровня,1,,,levels,,,,* нужен скриншот уровня\n* пояснение задумки,,,,5,tasks
Вариативные размеры поля,Разные уровни могут иметь разные размеры поля,1,,,levels,,,,,,,,12,tasks
Карта в виде «тора»,"Имеется в виду, что если, к примеру, перейти за левый край, то появляемся с правой стороны (и аналогично по вертикали)",1,,,levels,,,,,,,,2,tasks
Ограниченная видимость,"Видимость только ближайшего пространства рядом с игроком\nНапример, игрок видит только несколько соседних клеток, а остальные для него невидимы, и эта видимая область «перемещается» вместе с игроком",2,,,levels,,,,,,,,0,tasks
Скрол видимой области при движении игрока,"Видимая область перемещается с игроком (фрейм отображаемой области)\nПримерно как скролл в окне, но тут он просто зависит от перемещения игрока",2,,,levels,,,,,,,,0,tasks
Сохранение текущего состояния игры,И в дальнейшем можно загрузиться и продолжить играть с него,2,,,levels,,,,,,,,3,tasks
Эмуляция прохождения уровня (без алгоритма),Просто захардкодженные действия (как бы визуально ходим вместо игрока),3,,,levels,,,,,,,,0,tasks
Эмуляция прохождения уровня (алгоритм),Расчёт оптимального маршрута и далее визуально ходим вместо игрока\n⚛️ В зависимости от сложности алгоритмов количество монет может быть увеличено или уменьшено,4,,,levels,,,,,,,,1,tasks
Случайная генерация уровней,Просто самый обычный рандом для размещаемых элементов,2,,,levels,,,,,,,,6,tasks
Усложнённая генерация уровней,"Особые алгоритмы генерации задающие принципы генерации (например, особые случайные области с элементами, или расстановка ключей и дверей, или случайная генерация лабиринта и т.п.), то есть не только обычный банальный рандом",4,,,levels,,,,,,,,3,tasks
Интеллектуальная генерация уровней,"Например, использование особых шаблонов, формирование сложных схем, хитрые алгоритмы, и в итоге уровни получаются красиво/интересно выглядящими (как будто человек мог их так придумать/продумать) или их прохождение требует определённой заложенной алгоритмом “смекалки” и т.п.\n⚛️ В зависимости от сложности алгоритмов количество монет может быть увеличено или уменьшено",8,,,levels,,,,,,,,1,tasks
Проверка проходимости уровня,"Нечто более или менее базовое, например, проверка наличия пути до выхода, возможность собрать все призы и т.п.",4,,,levels,,,,,,,,2,tasks
Особая проверка проходимости уровня,"Дополнительные проверки, использующие особенности игровой механики для прохождения уровня (например, перемещение камней, использование инвентаря, учёт поведения противников и т.п.)\n⚛️ В зависимости от сложности алгоритмов количество монет может быть увеличено или уменьшено",8,,,levels,,,,,,,,0,tasks
Проверка на тупик во время игры,"Здесь подразумевается проверка во время игры.\nЛибо автоматическая (каждый раз проверяется и если игрок оказывается в непроходимом тупике, то что-то происходит — либо телепорт, либо плюс одна жизнь на взорваться, либо уничтожение произвольной стены, чтобы избавиться от тупика и т.п.)\nTODO: “скрестить” с заданиями выше, и просто серебро за реакцию на подобные действия? 🤔",4,,,levels,,,,,,,,1,tasks
Подсказка для прохождения уровня,"Опциональная подсказка или режим игры с постоянными подсказками: какой сделать следующий шаг или несколько шагов, чтобы в итоге победить\n⚛️ В зависимости от сложности алгоритмов количество монет может быть увеличено или уменьшено",4,,,levels,,,,,,,,1,tasks
Редактор уровней,"Базовая возможность создавать новые и редактировать существующие уровни, прямо из интерфейса игры\n⚛️ В зависимости от сложности алгоритмов количество монет может быть увеличено или уменьшено",4,,,levels,,,,,,,,6,tasks
Доп. фичи редактора уровней,"TODO: добавить различные небольшие задания, добавляющие редактору уровней полезную функциональность",,,,levels,,,,,,,,0,tasks
Выбора курсора в редакторе,"возможность выбора курсора (точка, линия, соединенные линии) и реализованная на абстрактном классе.",2,,,levels,,,,,,,,1,tasks
Абстрактная реализация инструментария редактора,использование инструментов реализовано абстракцией через базовый класс,1,,,levels,,,,,,,,1,tasks
динамическое масштабирование поля,"во время изменения размеров поля, автоматически изменять размеры клеток, чтобы занимаемая площадь на экране оставалась такой же",1,,,levels,,,,,,,,1,tasks
выделение активных инструментов,"выбранные курсоры, инструменты и тд. как-либо выделяются",1,,,levels,,,,,,,,1,tasks
Блок для отображения информации,"Например, жизни игрока, результаты, время т.п.\n💡 Не забудьте добавить ещё соответствующие задания из Результаты и статистика (что именно отображаете)",1,,,interface,,,,,,,,22,tasks
Цветные клетки,"Здесь подразумевается, что разные игровые элементы имеют разные цвета\n🔲 Актуально только для консоли",1,,,interface,,,,(актуально для консоли),,,,15,tasks
Главное меню игры,,1,,,window,,,,,,,,23,tasks
Выбор пунктов меню курсорными клавишами ↑↓,,1,,,window,,,,,,,,14,tasks
Выделение активного пункта меню,"Например, фоновым цветом",1,,,window,,,,,,,,16,tasks
Инструкция к игре,,1,,,window,,,,,,,,18,tasks
Заставка победы,,1,,,window,,,,,,,,16,tasks
Заставка поражения,,1,,,window,,,,,,,,13,tasks
Пауза,Возможность поставить игру на паузу,1,,,window,,,,,,,,8,tasks
Результаты игроков,💡 Не забудьте добавить ещё соответствующие задания из Результаты и статистика,1,,,window,,,,,,,,11,tasks
Выбор уровня для запуска,,1,,,window,,,,,,,,9,tasks
Выбор сложности игры,,1,,,window,,,,,,,,5,tasks
Регулировка скорости игры,Как быстро будут происходить все события в игре,1,,,window,,,,,,,,2,tasks
Публикация в магазине (Steam и т.п.),"Публикация игры в общий доступ через одну из площадок для размещения игр в публичном доступе (например, Steam и другие)\n⚛️ Количество монет может быть увеличено или уменьшено в зависимости от обстоятельств",2,,,site,,,,,,,,0,tasks
Обзор (рецензия) к игре,,1,,,site,,,,,,,,0,tasks
Пасхалочка,"Например, типа кода Konami или любая другая :)\n🦠 Можно дублировать задание задание для каждой пасхалки",1,,,misc,,,,,,,,7,tasks
Возможность играть вдвоём,"Подразумевается на одном компьютере, например, разными сочетаниями клавиш для разных игроков\n💡 Не забудьте добавить игровой элемент для второго игрока (см. Особенности)",2,,,misc,,,,,,,,2,tasks
Аккаунты,Сохранение данных отдельных игроков\ntodo: скорее всего это задание надо раздробить на несколько более мелких...,3,,,misc,,,,,,,,1,tasks
Магазин,"Магазин, в котором можно покупать различные дополнительные возможности или ресурсы и т.п.\nTODO: Возможно, надо разбить на несколько более мелких заданий\nTODO: добавить различные небольшие задания, поясняющие эту функциональность",4,,,misc,,,,,,,,3,tasks
Универсальный движок,"Здесь подразумевается реализация классов игры в таком виде, что их можно удобно переиспользовать даже для построения другого варианта игры.\nТо есть логика конкретных игровых процессов получается не жёстко зафиксированной, а зависит от тех или иных конфигурационных параметров.\nВ идеале получается, что при определённых конфигурациях можно получить даже совершенно другую игру на том же исходном коде.",8,,,misc,,,,,,,,0,tasks
Возможность играть по сети,,12,,,misc,,,,,,,,0,tasks
Редактор графических элементов консольного меню,,4,,,misc,,,,,,,,1,tasks
Отдельные файлы для классов,,½,,,source,,,,,,,,0,tasks
Группировка классов по папкам,,½,,,source,,,,,,,,0,tasks
Работа с файлами,,½,,,source,,,,,,,,0,tasks
Использование индексатора,,½,,,source,,,,,,,,0,tasks
Использование потоков (Thread),,1,,,source,,,,,,,,0,tasks
Использование пакетов NuGet в проекте,Подключение и применение пакетов NuGet в проекте,1,,,source,,,,,,,,0,tasks
Ввод имени игрока,,1,,,results,,,,,,,,10,tasks
Простой подсчет очков,"Например, количество собранных призов и т.п.",1,,,results,,,,,,,,16,tasks
Особая формула для подсчёта очков,"Например, зависящая от нескольких критериев: время прохождения, количество ходов, собранные призы, и т.д.",1,,,results,,,,,,,,2,tasks
Подсчёт количества ходов,"И вывод в статистике в конце игры, либо же во время игры",1,,,results,,,,,,,,3,tasks
Подсчёт времени прохождения уровня/игры,"И вывод в статистике в конце игры, либо же во время игры",1,,,results,,,,,,,,6,tasks
Подсчёт количества собранных призов,"И вывод в статистике в конце игры, либо же во время игры",1,,,results,,,,,,,,4,tasks
Подсчёт количества пройденных уровней,"И вывод в статистике в конце игры, либо же во время игры",1,,,results,,,,,,,,5,tasks
Подсчёт количества поражений,"И вывод в статистике в конце игры, либо же во время игры",1,,,results,,,,,,,,1,tasks
Обратный отсчёт времени,"Например, если не успеть выиграть за отведённое время — game over",1,,,results,,,,,,,,2,tasks
Особые подсчёты бонусов и прочего,"Например, количество необязательных призов или ключей и т.п.",1,,,results,,,,,,,,2,tasks
Список лучших результатов,Упорядоченный по итоговым результатам,1,,,results,,,,,,,,5,tasks
Список результатов всех игр,"Например, упорядоченный по времени игры",1,,,results,,,,,,,,3,tasks
Выбор стиля (темы) игры,"Например, выбор между разными наборами символов для отображения в консольной игре (и аналогично для GUI)",2,,,window,,,,,,,,2,tasks
Настройки сочетаний клавиш,,2,,,window,,,,,,,,1,tasks
Настройка громкости,Регулирование громкости фоновой музыки/звуков,1,,,window,,,,,,,,2,tasks
Дополнительные настройки,"Опишите в отчёте, какие именно\n🦠 Задание может дублироваться при необходимости (но лучше просто создать новые более конкретные задания)",1,,,window,,,,,,,,4,tasks
MessageBox при попытке закрыть форму,"При попытке закрыть окно выскакивает сообщение «Да-Нет-Отмена», позволяя предотвратить случайное закрытие\n🦋 Актуально только для GUI",½,,,window,,,,(актуально для GUI),,,,5,tasks
Выбор игрока,"Например, возможность смены игрока с его настройками (к примеру, скорость и стиль игры, или последняя карта, на которой играл игрок, и т.п.)",2,,,window,,,,,,,,2,tasks
Многоязычный интерфейс,Выбор языка и перевод всего интерфейса,3,,,window,,,,,,,,4,tasks
Заставка при запуске игры,начальная заставка перед стартовым меню,1,,,window,,,,,,,,2,tasks
Основное игровое поле,(обязательное задание),1,,,window,,,,Обязательное задание\nНужен скрин игрового поля,,,,11,tasks
Отталкивание от границ,"Вместо того, чтобы игрок или какой-то элемент врезался в стенку, он будет отталкиваться",1,,,window,,,,,,,,1,tasks
Возможность перехода в главное меню из любого окна игры,"Используя паузное меню или специальную кнопку на каждой форме для того, чтобы вернуться в главное меню",½,,,window,,,,,,,,2,tasks
Возможность выхода из игры из любого окна игры,"Используя паузное меню или специальную кнопку на каждой форме для того, чтобы выйти из игры",½,,,window,,,,,,,,1,tasks
Косметическая анимация,"Подразумевает какой-то косметический алгоритм, который работает на “фоне” в главном меню (или пуазе и тд.) и необходим исключительно для того, чтоб как-то “оживить” картинку, к примеру в Battle City - постоянно катающийся на фоне танк в главном меню.",1,,,interface,,,,,,,,4,tasks
Псевдографика для оформления меню и/или поля,"Подразумевается, например, такого вида оформление (но не обязательно такое):\n╔═══╤═══╗\n╟───┼───╢",1,,,interface,,,,,,,,8,tasks
Красочность информационных окон,"Имеется в виду использование консольных псевдографических зарисовок для главного экрана, заставок победы/поражения и прочее",1,,,interface,,,,,,,,10,tasks
"Анимация переходов между ""окнами""",Анимация загрузки между скрытием окна меню и прогрузкой игровой карты,1,,,interface,,,,,,,,1,tasks
Красивая загрузка карты,"Карта визуально загружается постепенно с помощью какого-то алгоритма (например, каждая клетка рандомно, а не по порядку).",1,,,interface,,,,,,,,1,tasks
Звуковое сопровождение,Звуки при определённых обстоятельствах,1,,,interface,,,,,,,,10,tasks
Музыкальное сопровождение,Фоновая музыка,1,,,interface,,,,,,,,8,tasks
Изменение фоновой музыки,"Возможность изменить проигрываемую музыку (например, следующую во встроенном списке)\nПереключение, например, с помощью какой-то клавиши (пользователем)",1,,,interface,,,,,,,,2,tasks
Иконка игры,"Иконки форм, например в WinForms (актуально для 3-й лабы)\n🦋 Актуально только для GUI",1,,,interface,,,,(актуально для GUI),,,,12,tasks
Масштабирование карты во время игры,"Здесь имеется в виду изменение масштаба отображения прямо во время игры, актуально в основном для 3-й лабы, т.к. для консоли реализовать проблематично\n🦋 Актуально только для GUI",1,,,interface,,,,(актуально для GUI),,,,4,tasks
Использование GIF-анимаций,Отображение некоторых элементов с помощью GIF’ок\n🦋 Актуально только для GUI,2,,,interface,,,,(актуально для GUI),,,,9,tasks
Пауза фоновой музыки,"Возможность поставить фоновую музыку на паузу.\nНапример, с помощью какой-то клавиши (пользователем).\nПосле повторного нажатия должна возобновляться с того же места.",1,,,interface,,,,,,,,4,tasks
Изменение громкости фоновой музыки,"Возможность изменять громкость фоновой музыки, не выключая её",1,,,interface,,,,,,,,3,tasks
Возможность добавления собственной фоновой музыки,Реализовать алгоритм добавления собственной фоновой музыки в игру\n!!!Реализовывается только с пунктом “Изменение фоновой музыки”!!!,2,,,interface,,,,,,,,1,tasks
Многоуровневая архитектура приложения,"Несколько слоёв (например, стандартные три в MVC), использование Dependency Injection",3,,,source,,,,,,,,0,tasks
Общая кодовая база (3-я лаба),Общая кодовая база между консолью и GUI\n💡 Обязательное задание на 90 по 3-й лабе,4,,,source,,,,,,,,0,tasks
Описание классов,,1,,,source,,,,,,,,0,tasks
Реализация GUI используя JSON API для связи между сервером и клиентом,"Создание более гибкого решения, которое позволяет использовать разные технологии для логики игры и для графического интерфейса",3,,,source,,,,,,,,0,tasks
нет (это игрок),,0,,,action,,,,,gray,,,5,props
✨ исчезает,"Объект исчезает, когда на него наступает игрок",1,,,action,,,,,gray,,,15,props
⛔️ непроходим,"Например, стандартная обычная стена (непроходимое препятствие)",1,,,action,,,,,gray,,,21,props
🎉 победа,Собственно это основное назначение клетки финиша :),1,,,action,,,,,blue,,,13,props
при старте,Создаётся на поле изначально,0,,,appear,,,,,gray,,,9,props
через время,,1,,,appear,,,,,blue,,,7,props
при взрыве,,1,,,appear,,,💣 8: Bomberman,,blue,,,6,props
использует игрок,,1,,,appear,,,,,blue,,,7,props
когда собрали все монетки,,1,,,appear,,,,,blue,,,2,props
не двигается,,0,,,move,,,,,gray,,,5,props
🖐 управляется человеком,"Например, с помощью курсорных клавиш",1,,,move,,,,,,,,23,props
↗️ в т.ч. по диагонали,"Возможность для игрока двигаться по диагонали\n💡 Для этого можно использовать либо цифровую клавиатуру, либо буквенные клавиши, либо вообще дать возможность пользователю самому настраивать клавиши",,,,move,,,🏂 7: Inertia,,blue,,,4,props
⏬ падает (гравитация),"Падение игрока вниз, если под ним нет опоры\n(для базового выполнения задания достаточно, чтобы игрок мгновенно оказывался внизу)\nTODO: и другие элементы могут падать",2,,,move,,,💰 4: Lode Runner,,blue,,,4,props
🏄‍♂️ инерция неуправляемая,"Автоматическое движение игрока в определённом направлении (без возможности его изменить), пока он не встретится с преградой, точкой остановки и прочими игровыми элементами",1,,,move,,,🏂 7: Inertia,,blue,,,5,props
😃 инерция управляемая,"Автоматическое движение игрока в определённом направлении, но с возможность изменить направление движения в любой момент",1,,,move,,,👻 9: Pac-Man,,blue,,,3,props
🌀 анимация инерции (сразу в конечную точку),Передвижение сразу в конечную точку.,1,,,move,,,,,blue,,,0,props
🌀 анимация инерции,Присутствует анимация передвижения.,2,,,move,,,,,blue,,,5,props
⏩ можно толкать,"Например, особый “перемещаемый” игроком вид препятствий (камни)",2,,,move,,,💎 2: Boulder Dash,,blue,,,2,props
прямолинейное движение,...,1,,,move,,,,,blue,,,10,props
двигается по шаблону,,1,,,move,,,,,,,,1,props
изменяет свой вид в зависимости от направления движения,"Например, при движении вправо - картинка или символ игрока смотрит вправо, а при движении влево - смотрит влево.",1,,,move,,,,,,,,5,props
наивный противник,"Противник двигается навстречу игроку, но при этом не учитывает наличие препятствий (то есть может упереться в преграду и “тупить”)",2,,,move,,,,,,,,2,props
нет,,0,,,feature,,,,,gray,,,1,props
⛏ копает яму,,1,,,feature,,,💰 4: Lode Runner,,blue,,,2,props
🗿 толкает камни,TOFIX: Хм.. Это же фича самого камня?..,,,,feature,,,💎 2: Boulder Dash,,blue,,,0,props
🦠 размножается,,2,,,feature,,,"🧿 3: New Ball Game,💎 2: Boulder Dash",,blue,,,0,props
2️⃣ второй игрок,"Для случаев, когда игра на двоих (либо по сети, либо за одним компом)",1,,,feature,,,"💥 5: Battle City,💰 4: Lode Runner",,blue,,,2,props
🧨 определяет соседние мины,"Возможность для игрока узнавать, сколько рядом находится скрытых мин",1,,,feature,,,🧨 6: Mined-Out,,blue,,,3,props
есть инвентарь,Возможность собирать предметы для дальнейшего их использования,1,,,feature,,,,,blue,,,1,props
🔫 стреляет,"В самом простом виде это может быть хотя бы “мгновенный выстрел”, когда пуля достигает цели сразу.\nЕсли же сделаете плавный полёт пули берите себе в отчёт ещё пару заданий ниже ↓ (TOFIX)",1,,,feature,,,,,blue,,,1,props
проигрыш,,1,,,action,,,,,blue,,,15,props
💰 добавляет score,Добавление некоторого количества очков (score) у текущего результата игрока,1,,,action,,,,,blue,,,20,props
🌀 телепорт в случайное место,,1,,,action,,,,,blue,,,2,props
⛔️ непроходим для противников,,1,,,feature,,,,,blue,,,7,props
💥 уничтожимость,,1,,,feature,,,,,blue,,,6,props
🔆 автоматическое восстановление,"Например, стена, которая через какое-то время сама восстанавливается (вновь появляется после уничтожения)",1,,,feature,,,💰 4: Lode Runner,,blue,,,3,props
открывается ключом 🗝,,1,,,feature,,,🗝 1: Лабиринт,,blue,,,5,props
❗️ элемент обязательный,"Например, чтобы пройти уровень, нужно обязательно все призы",1,,,feature,,,,,blue,,,12,props
случайная работоспособность телепорта,"Имеется в виду, что он может либо сработать, либо не сработать (случайная составляющая)",1,,,feature,,,🧿 3: New Ball Game,,blue,,,1,props
Маркировка потенциальных мин,маркировка выбранной соседней ячейки,1,,,feature,,,🧨 6: Mined-Out,,blue,,,1,props
🌀 случайный телепорт в некоторой области,,1,,,action,,,,,blue,,,1,props
🌀 случайный телепорт рядом с игроком,,1,,,action,,,,,blue,,,0,props
ускоряет движение,Изменение скорости перемещения игрока,1,,,action,,,,,blue,,,2,props
замедляет движение,Изменение скорости перемещения игрока,1,,,action,,,,,blue,,,0,props
останавливает игрока,Актуально для инерциальных игроков,1,,,action,,,🏂 7: Inertia,,blue,,,6,props
нет (только визуальный объект),,0,,,action,,,,,gray,,,0,props
Генерация пути для проходимости,,,,,appear,,,,,,,,1,props
После движения игрока,,1,,,appear,,,,,blue,,,1,props
умный противник,"Некоторый алгоритм поведения, обычно зависящий от игрока (например, для движения к игроку можно использовать волновой алгоритм с учётом препятствий и т.п.)\nВ зависимости от сложности алгоритма количество монет может быть увеличено/уменьшено",4,,,move,,,,,,,,1,props
Ловушка,,,,,appear,,,,,,,,1,props
Проверка на тупик,,,,,appear,,,,,,,,1,props
