name,description,coins,coin_type,points,category,supercategory,subcategory,games,report,color,author,new,used,source
Двери,Можно открыть ключом.\nКлюч нужно собрать отдельно (инвентарь).,1,серебро,2,Препятствия,,,🔦 1. Лабиринт,,,,false,6,tasks
Двери: авто-закрытие через N шагов,,0.5,серебро,1,Препятствия,,,,,,,false,0,tasks
Двери: авто-закрытие через N секунд,,0.5,серебро,1,Препятствия,,,,,,,false,0,tasks
Телепорт между двумя (или более) точками на экране,,1,серебро,2,Телепорты,,,🎱 3. New Ball Game,,,,false,7,tasks
Телепорт в случайное место на экране,,1,серебро,2,Телепорты,,,,,,,false,5,tasks
Телепорт в случайное место на некоторой области,,1,серебро,2,Телепорты,,,,,,,false,0,tasks
Телепорт в случайное место на небольшое расстояние рядом,,1,серебро,2,Телепорты,,,,,,,false,1,tasks
"Телепорт, который иногда работает, а иногда нет",,1,серебро,2,Телепорты,,,🎱 3. New Ball Game,,,,false,2,tasks
Изменение направления движения (в определённую сторону),,1,серебро,2,Движение,,,🎱 3. New Ball Game,,,,false,9,tasks
Изменение направления движения (в случайном направлении),,1,серебро,2,Движение,,,🎱 3. New Ball Game,,,,false,0,tasks
Изменение направления движения (по часовой стрелке),,1,серебро,2,Движение,,,🎱 3. New Ball Game,,,,false,0,tasks
Ускорение движения,,1,серебро,2,Движение,,,🎱 3. New Ball Game,,,,false,2,tasks
Замедление движения,,1,серебро,2,Движение,,,🎱 3. New Ball Game,,,,false,1,tasks
Действие элемента деактивируется через N шагов,,0.5,серебро,1,Инвентарь,,,,,,,false,0,tasks
Действие элемента деактивируется через N секунд,,0.5,серебро,1,Инвентарь,,,,,,,false,1,tasks
Лом,(может уничтожать препятствия),1,серебро,2,Инвентарь,,,,,,,false,0,tasks
Мина,"(можно поставить, и на ней подорвётся противник)",1,серебро,2,Инвентарь,,,,,,,false,0,tasks
Ключ,(которым можно открыть дверь),1,серебро,2,Инвентарь,,,🔦 1. Лабиринт,,,,false,5,tasks
Бомбочка,"(можно поставить, отойти, и она взорвётся)",1,серебро,2,Инвентарь,,,💰 4. Lode Runner,,,,false,2,tasks
Верёвка-ловушка,(можно поставить и противник в неё поймается),1,серебро,2,Инвентарь,,,💰 4. Lode Runner,,,,false,0,tasks
Дрель,(можно пробивать стены вниз),1,серебро,2,Инвентарь,,,💰 4. Lode Runner,,,,false,0,tasks
Газовый пистолет,(останавливает противников на время),1,серебро,2,Инвентарь,,,💰 4. Lode Runner,,,,false,0,tasks
Банка с клеем,(можно разлить и тогда будет медленное перемещение),1,серебро,2,Инвентарь,,,💰 4. Lode Runner,,,,false,0,tasks
Кирка,(может создать препятствие из камней с «потолка»),1,серебро,2,Инвентарь,,,💰 4. Lode Runner,,,,false,0,tasks
Динамит,"(если на него двинуть камень, он взрывается)",1,серебро,2,Инвентарь,,,,,,,false,0,tasks
Ограниченный рюкзак для элементов,,0.5,серебро,1,Инвентарь,,,,,,,false,0,tasks
Неограниченный рюкзак для элементов,,0.5,серебро,1,Инвентарь,,,,,,,false,3,tasks
Призы медленно перемещаются по карте,,1,серебро,2,Бонусы,,,👻 9. Pac-Man,,,,false,2,tasks
Дополнительная жизнь,,1,серебро,2,Бонусы,,,💥 8. Bomberman,,,,false,9,tasks
Дополнительные патроны или боезапас,,1,серебро,2,Бонусы,,,,,,,false,0,tasks
Улучшение выстрелов или взрывов,,1,серебро,2,Бонусы,,,"🎮 5. Battle City,💥 8. Bomberman",,,,false,1,tasks
Ускорение игрока,,1,серебро,2,Бонусы,,,💥 8. Bomberman,,,,false,4,tasks
"Дополнительное время (например, на прохождение уровня)",,1,серебро,2,Бонусы,,,,,,,false,1,tasks
Замедление противников (на некоторое время),,1,серебро,2,Бонусы,,,,,,,false,4,tasks
Дополнительные бомбочки,,1,серебро,2,Бонусы,,,"💰 4. Lode Runner,💥 8. Bomberman",,,,false,1,tasks
Улучшение прочности/бронированности игрока,,1,серебро,2,Бонусы,,,🎮 5. Battle City,,,,false,1,tasks
Дополнительные очки,,1,серебро,2,Бонусы,,,,,,,false,8,tasks
Уменьшение жизней,,1,серебро,2,Анти-бонусы,,,,,,,false,6,tasks
Уменьшение патронов или боезапаса,,1,серебро,2,Анти-бонусы,,,,,,,false,0,tasks
Уменьшение бомбочек,,1,серебро,2,Анти-бонусы,,,,,,,false,0,tasks
Уменьшение времени,,1,серебро,2,Анти-бонусы,,,,,,,false,1,tasks
Уменьшение очков,,1,серебро,2,Анти-бонусы,,,,,,,false,5,tasks
Ухудшение прочности/бронированности,,1,серебро,2,Анти-бонусы,,,,,,,false,0,tasks
Ухудшение выстрелов или взрывов,,1,серебро,2,Анти-бонусы,,,,,,,false,0,tasks
Замедление игрока,,1,серебро,2,Анти-бонусы,,,,,,,false,4,tasks
Ускорение противников (на некоторое время),,1,серебро,2,Анти-бонусы,,,,,,,false,1,tasks
Временная неуязвимость,(бессмертие),1,серебро,2,Бонусы,,,"🎮 5. Battle City,💥 8. Bomberman",,,,false,1,tasks
Бронирование «базы»,(временное),1,серебро,2,Бонусы,,,🎮 5. Battle City,,,,false,0,tasks
Проходимость сквозь стены (временная),,1,серебро,2,Бонусы,,,,,,,false,0,tasks
Уничтожение всех противников (но потом могут появиться новые),,1,серебро,2,Бонусы,,,🎮 5. Battle City,,,,false,1,tasks
Остановка движения противников (на некоторое время),,1,серебро,2,Бонусы,,,🎮 5. Battle City,,,,false,2,tasks
Временная дезориентация (курсорные клавиши меняются),,1,серебро,2,Анти-бонусы,,,,,,,false,0,tasks
"Случайный приз (не известно, что он значит, пока не собрать его)",,1,серебро,2,Бонусы,,,,,,,false,5,tasks
Появляются время от времени,,0.5,серебро,1,Бонусы,,,🎮 5. Battle City,,,,false,3,tasks
Появляются во время взрыва препятствия,(с определённой вероятностью),0.5,серебро,1,Бонусы,,,💥 8. Bomberman,,,,false,1,tasks
Появляются по мере достижения определённых этапов или позиций игры,,0.5,серебро,1,Бонусы,,,,,,,false,1,tasks
"Если не может дальше расширяться, превращается в кристаллы/монеты",,1,серебро,2,Расширение,,,💎 2. Boulder Dash,,,,false,1,tasks
Шарик или выстрелы проходят сквозь него,,1,серебро,2,Расширение,,,🎱 3. New Ball Game,,,,false,0,tasks
"Если не может расширяться, превращается в камни",,1,серебро,2,Расширение,,,💎 2. Boulder Dash,,,,false,1,tasks
Ядовитая субстанция,,1,серебро,2,Расширение,,,,,,,false,0,tasks
"Непроходимая, но уничтожимая субстанция",,1,серебро,2,Расширение,,,,,,,false,0,tasks
Непроходимая неуничтожимая субстанция,,1,серебро,2,Расширение,,,,,,,false,0,tasks
Необязательные монетки,"(можно собирать и получать очки, необязательные)",1,серебро,2,Поинты,,,,,,,false,15,tasks
Лёд,(на котором происходит скольжение игрока и противников),1,серебро,2,Элементы,,,🎮 5. Battle City,,,,false,0,tasks
Динамит,"(если на него двинуть камень или выстрелить, взорвётся)",1,серебро,2,Элементы,,,,,,,false,1,tasks
Энерджайзер,(противники временно начинают убегать от нас),1,серебро,2,Бонусы,,,👻 9. Pac-Man,,,,false,3,tasks
Неподвижные ловушки,"(игрок погибает, когда попадает в них)",1,серебро,2,Противник,,,"🎱 3. New Ball Game,🏂 7. Inertia",,,,false,6,tasks
Лес,(в зарослях которого почти не видно игрока и противников),1,серебро,2,Элементы,,,🎮 5. Battle City,,,,false,0,tasks
Точка сохранения,(при погибании возвращаемся в неё),1,серебро,2,Элементы,,,,,,,false,0,tasks
Пряталка,(в ней можно спрятаться от врагов),1,серебро,2,Элементы,,,💰 4. Lode Runner,,,,false,0,tasks
Преобразователь,(камни при падении на него становятся кристаллами),1,серебро,2,Элементы,,,💎 2. Boulder Dash,,,,false,0,tasks
Золото или кристаллы,"(нужно собрать определенное количество, чтобы пройти уровень)",1,серебро,2,Поинты,,,💎 2. Boulder Dash,,,,false,6,tasks
Камни,"(падают вниз, могут убить игрока)",1,серебро,2,Препятствия,,,💎 2. Boulder Dash,,,,false,6,tasks
Камни: гравитация тянет вниз,,0.5,серебро,1,Препятствия,,,,,,,false,4,tasks
Камни: игрок может толкать,,0.5,серебро,1,Препятствия,,,,,,,false,6,tasks
Лестница,(для перемещения по вертикали),1,серебро,2,Элементы,,,💰 4. Lode Runner,,,,false,5,tasks
Натянутая веревка,(для перемещения по горизонтали),1,серебро,2,Элементы,,,💰 4. Lode Runner,,,,false,2,tasks
База,(которую надо защитить от врагов),1,серебро,2,Элементы,,,🎮 5. Battle City,,,,false,0,tasks
Невидимая мина,,1,серебро,2,Элементы,,,🚧 6. Mined-Out,,,,false,3,tasks
Случайное перемещение,,1,серебро,2,Противник,,,,,,,false,6,tasks
Простое движение,"(например, по кругу или вперёд-назад и т.п.)",1,серебро,2,Противник,,,,,,,false,11,tasks
Движение по периметру,"(например, поворачивая всегда направо)",1,серебро,2,Противник,,,💎 2. Boulder Dash,,,,false,0,tasks
Может проходить сквозь стены,,1,серебро,2,Противник,,,💥 8. Bomberman,,,,false,1,tasks
Повторяет за игроком его ходы,,1,серебро,2,Противник,,,🚧 6. Mined-Out,,,,false,0,tasks
Скорость перемещения выше игрока,,0.5,серебро,1,Противник,,,,,,,false,6,tasks
Скорость перемещения ниже игрока,,0.5,серебро,1,Противник,,,,,,,false,10,tasks
Скорость перемещения меняется,,0.5,серебро,1,Противник,,,,,,,false,2,tasks
Появление новых противников случайным образом,,0.5,серебро,1,Противник,,,,,,,false,0,tasks
Появление новых по определенному алгоритму,,0.5,серебро,1,Противник,,,🎮 5. Battle City,,,,false,2,tasks
Появление старых на точке респауна,,0.5,серебро,1,Противник,,,"💰 4. Lode Runner,👻 9. Pac-Man",,,,false,5,tasks
Противники стреляют на расстоянии,,1,серебро,2,Противник,,,🎮 5. Battle City,,,,false,6,tasks
Атакует находясь рядом,(соседняя клетка),0.5,серебро,1,Противник,,,,,,,false,4,tasks
"Атакует, занимая клетку игрока",,0.5,серебро,1,Противник,,,"💰 4. Lode Runner,💥 8. Bomberman,👻 9. Pac-Man",,,,false,7,tasks
Стреляющий игрок,,1,серебро,2,Игрок,,,🎮 5. Battle City,,,,false,6,tasks
При уничтожении превращается в кристаллы,,0.5,серебро,1,Противник,,,💎 2. Boulder Dash,,,,false,2,tasks
Разная прочность противников,,0.5,серебро,1,Противник,,,🎮 5. Battle City,,,,false,2,tasks
Умный противник,"(двигается по направлению к игроку, учитывая препятствия)",2,золото,8,Противник,,,,,,,false,9,tasks
Интеллектуальный противник,(пытается предугадать действия игрока),3,золото,12,Противник,,,,,,,false,0,tasks
Противник может использовать инвентарь игрока,,2,золото,8,Противник,,,,,,,false,2,tasks
Проверка проходимости уровня,,2,золото,8,Уровни,,,,,,,false,5,tasks
Подсказка для прохождения уровня,"(какой сделать следующий шаг, чтобы победить)",2,золото,8,Уровни,,,,,,,false,5,tasks
Редактор уровней,,3,золото,12,Уровни,,,,,,,false,10,tasks
Эмуляция прохождения уровня,(визуально как будто играет игрок),4,золото,16,Уровни,,,,,,,false,2,tasks
Генератор уровней,"(не просто хаотичный, а с использованием, шаблонов, схем, алгоритмов и т.п.)",4,золото,16,Уровни,,,,,,,false,4,tasks
Инструкция к игре,,1,бронза,1,Меню,,,,,,,false,37,tasks
Выкапывание ямы,,0.5,серебро,1,Игрок,,,💰 4. Lode Runner,,,,false,5,tasks
Список результатов,,1,бронза,1,Результаты,,,,,,,false,11,tasks
Настройка громкости,Регулирование громкости фоновой музыки/звуков в меню,1,бронза,1,Меню,,,,,,,false,9,tasks
Сорняки,"Игрок может ""скосить"" сорняки только подойдя справа/слева (т.е просто спрыгнув Вы от них не избавитесь). Обязательные.",1,серебро,2,элемент,,,,,,,false,0,tasks
"Анимация переходов между ""окнами""",Анимация загрузки между скрытием окна меню и прогрузкой игровой карты,1,бронза,1,Интерфейс,,,,,,,false,5,tasks
"Выход из игры, когда у игрока заканчиваются жизни",,0.5,серебро,1,Финиш,,,,,,,false,16,tasks
Обязательные монетки,,1,серебро,2,Поинты,,,,,,,false,16,tasks
Создание стены в потолке,Игрок вручную восстанавливает разрушенную стену.,2,бронза,2,,,,,,,,false,0,tasks
Разные иконки направлений противника,,1,бронза,1,Противник,,,,,,,false,9,tasks
"Движение ""тор""",,2,бронза,2,Противник,,,,,,,false,0,tasks
Выбор уровня или сложности,,1,бронза,1,Меню,,,,,,,false,27,tasks
Простой подсчет очков,,1,бронза,1,Результаты,,,,,,,false,16,tasks
Мина для врагов,,1,серебро,2,,,,,,,,false,0,tasks
Подбираемый предмет,,1,бронза,1,,,,,,,,false,0,tasks
Выбор игрока,"(Возможность смены игрока с его настройками. Например скорость и стиль игры, а также последняя карта, на которой играл игрок)",1,бронза,1,Меню,,,,,,,false,5,tasks
Выбор стиля (темы) игры,(У игрока есть выбор между разными наборами символов для отображения в консольной игре),1,бронза,1,Меню,,,,,,,false,4,tasks
Регулировка скорости игры,"(Игрок решает как быстро будут происходить все события в игре) ー описать подробнее, что это на самом деле значит",1,бронза,1,Меню,,,,,,,false,10,tasks
Бустер,"(Специальная возможность игрока влючить режим Энерджайзера где-угодно и когда-угодно, что бы спастись от врагов. Когда время действия бустера оканчивается клавиши управления инвертированы на время)",1,серебро,2,,,,,,,,false,0,tasks
Заставка поражения,,1,бронза,1,Интерфейс,,,,,,,false,41,tasks
Заставка победы,,1,бронза,1,Интерфейс,,,,,,,false,41,tasks
Лимит бомбочек на уровень,,1,бронза,1,разное,,,💥 8. Bomberman,,,,false,0,tasks
След от взрыва,,1,серебро,2,Элементы,,,💥 8. Bomberman,,,,false,7,tasks
Множитель очков,,1,серебро,2,Бонусы,,,💥 8. Bomberman,,,,false,2,tasks
Магазин,,1,серебро,2,Фичи,,,,,,,false,3,tasks
Шипы (появляются и пропадают на клетке),,1,серебро,2,Препятствия,,,,,,,false,0,tasks
Случайное появление стен,,1,серебро,2,Препятствия,,,,,,,false,1,tasks
Осколок мины,"(при наступании на мину она взрывается, оставляя в случайном месте карты осколок, собрав несколько штук которых игрок сможет видеть все мины на поле)",1,серебро,2,Бонусы,,,,,,,false,0,tasks
Капкан,"(при наступании на капкан игрок не может двигаться до момента совершения определенного количества ""попыток ходов"")",1,серебро,2,Препятствия,,,,,,,false,1,tasks
Ослепитель игрока,"(если подобрать этот антиприз то на определенное количество ходов игрок ""ослепнет""(поле станет черным), но все клетки которые уже слепой игрок пройдёт, он будет видеть даже во время слепоты(якобы он уже туда сходил и теперь знает что там))",1,серебро,2,Анти-бонусы,,,,,,,false,0,tasks
"Курсор принимает вид ""активного"" элемента","Курсор динамически принимает вид активного элемента, т.е. при смене элемента (к примеру, с помощью клавиши или колеса мышки) курсор принимает вид нового элемента, который установится на поле при клике пользователя",0.5,серебро,1,Игрок,,,🎱 3. New Ball Game,,,,false,1,tasks
Анимация игрока,,1,серебро,2,Игрок,,,,,,,false,9,tasks
Отдельный подсчет очков,Подсчет каждого бонуса по-отдельности и вывод в конце игры.,1,бронза,1,Результаты,,,,,,,false,9,tasks
Мячик (инерционный),,1,серебро,2,Элементы,,,🎱 3. New Ball Game,,,,false,2,tasks
Установка щита для мячика,,0.5,серебро,1,Игрок,,,🎱 3. New Ball Game,,,,false,1,tasks
Случайное появление фрукта (змейка),,1,серебро,2,элемент,,,🐍 A. Змейка,,,,false,0,tasks
Вывод результатов, Выводятся вовремя игрового процесса  сбоку или снизу,1,бронза,1,Результаты,,,,,,,false,25,tasks
Выход из игры по кнопке,"При нажатии кнопки(Например, esc - осуществляется выход из игры)",0.5,серебро,1,Финиш,,,,,,,false,33,tasks
Частично обязательные монетки,"Например, нужно собрать определенное количество.",1,серебро,2,Поинты,,,,,,,false,1,tasks
Использоование изображений,,1,бронза,1,3-я лаба (todo),,,,,,,false,0,tasks
Использование изображений игровых элементов из ресурсов,,1,бронза,1,3-я лаба (todo),,,,,,,false,0,tasks
Использование всех игровых элементов из консольной версии,,,,0,3-я лаба (todo),,,,,,,false,0,tasks
Качественная отрисовка,,,,0,3-я лаба (todo),,,,,,,false,0,tasks
Элементы управления,,,,0,3-я лаба (todo),,,,,,,false,0,tasks
Блок для отображения информации,,1,бронза,1,Интерфейс,,,,,,,false,29,tasks
Использование базы данных,,1,серебро,2,Фичи,,,,,,,false,9,tasks
Возможность играть вдвоём,(на одном компьютере),1,золото,4,Фичи,,,,,,,false,5,tasks
Возможность играть по сети,,3,золото,12,Фичи,,,,,,,false,3,tasks
Выбор пункта меню курсорными клавишами,,1,бронза,1,Интерфейс,,,,,,,false,19,tasks
Выделение активного пункта меню,,1,бронза,1,Интерфейс,,,,,,,false,29,tasks
Псевдографика для оформления меню и/или поля,"Подразумевается, например, такого вида оформление (но не обязательно такое):",1,бронза,1,Интерфейс,,,,,,,false,9,tasks
Рестарт игры,При нажатии кнопки,1,бронза,1,Финиш,,,,,,,true,20,tasks
Глайдер,,1,серебро,2,Инвентарь,,,,,,,true,1,tasks
Появляется случайным образом в начале игры,,0.5,серебро,1,Бонусы,,,,,,,false,1,tasks
Игра с бонусом или нет,,0.5,серебро,1,Бонусы,,,,,,,true,1,tasks
Красочность информационных окон,"Имеется в виду использование консольных псевдографических зарисовок для главного экрана, заставок победы/поражения и прочее",1,бронза,1,Интерфейс,,,,,,,true,15,tasks
Энергия игрока,"Может приобретаться и расходоваться на определённые нужды (движение, атака, телепортация или какие-то другие фичи, что придумаете)",1,бронза,1,Фичи,,,,,,,true,3,tasks
Здоровье игрока,Может уменьшаться в зависимости от обстоятельств. Когда уменьшится совсем ー проигрыш или потеря жизни,1,бронза,1,Фичи,,,,,,,true,1,tasks
Телепортация в случайную точку,,0.5,серебро,1,Игрок,,,,,,,true,3,tasks
Дополнительные настройки,,1,бронза,1,Меню,,,,,,,true,14,tasks
Последняя нажатая клавиша,,0.5,бронза,0.5,Интерфейс,,,,,,,true,6,tasks
Настройка клавиш,,1,бронза,1,Меню,,,,,,,true,3,tasks
Проверка на тупик,,1,золото,4,Фичи,,,,,,,true,1,tasks
Мини игра,,1,серебро,2,Элементы,,,,,,,true,1,tasks
Раскол камней при падении с большой высоты,,1,серебро,2,Фичи,,,💎 2. Boulder Dash,,,,true,1,tasks
Аккаунты,Сохранение данных отдельных игроков,2,золото,8,Результаты,,,,,,,true,9,tasks
Анимация врага,,1,серебро,2,Противник,,,,,,,true,7,tasks
Атака игрока в ближнем бою,,1,серебро,2,Игрок,,,,,,,true,1,tasks
Отображение текущих нажатых клавиш,,1,бронза,1,Интерфейс,,,,,,,true,1,tasks
Броня игрока,(уменьшает получаемый урон),1,серебро,2,Инвентарь,,,,,,,true,1,tasks
Меч,(от его уровня зависит наносимый врагам урон),1,серебро,2,Инвентарь,,,,,,,true,1,tasks
Конвертер,(позволяет превратить окружающие клетки в блоки другого типа),1,серебро,2,Инвентарь,,,,,,,true,1,tasks
Стена(Мигает с интервалом),Препятствие появляется и исчезает с определенным интервалом,1,серебро,2,Препятствия,,,🔦 1. Лабиринт,,,,true,1,tasks
Общая кодовая база,Общая кодовая база между 2-й и 3-й лабами,,бронза,,Основа,,,,,,,true,3,tasks
масштабирование,масштабирование карты во время игры,1,бронза,1,Интерфейс,,,,,,,true,4,tasks
Движение по диагонали,,1,бронза,1,Фичи,,,,,,,true,3,tasks
Комбинация нажатых клавиш,,1,серебро,2,Фичи,,,,,,,true,3,tasks
Иконка игры,"Иконки форм, например в WinForms",1,бронза,1,Интерфейс,,,,,,,true,11,tasks
Эмуляция прохождения уровня (без алгоритма),,1,золото,4,Уровни,,,,,,,true,1,tasks
Достижения (ачивки) игрока,,1,серебро,2,Игрок,,,,,,,true,1,tasks
Таймер на бомбе,(отрисовка оставшегося до взрыва времени на бомбе),1,серебро,2,Инвентарь,,,💥 8. Bomberman,,,,true,1,tasks
Конфета,,1,серебро,2,Элементы,,,,,,,true,1,tasks
Рыба,,1,серебро,2,Элементы,,,,,,,true,1,tasks
Анимация игровых элементов,,1,серебро,2,Элементы,,,,,,,true,1,tasks
